promo_id,viewer_id,promo_type,promo_date,discount_code_used
3822,3633,Cashback,2024-02-08,true
3823,8869,Cashback,2023-08-08,true
3824,6650,Bundle,2023-12-22,true
3825,1228,Cashback,2024-02-02,true
3826,7533,Referral,2023-05-21,true
3827,8063,Discount,2023-11-17,true
3828,3639,Referral,2024-01-09,true
3829,1664,Free Trial,2023-10-27,false
3830,7685,Referral,2023-09-04,true
3831,1458,Discount,2023-11-17,true
3832,3471,Discount,2023-01-06,false
3833,2863,Bundle,2023-03-04,false
3834,9806,Referral,2023-03-26,true
3835,8739,Cashback,2024-01-30,true
3836,8694,Discount,2023-02-03,true
3837,7466,Referral,2023-11-17,true
3838,6919,Referral,2023-08-19,true
3839,5114,Bundle,2023-03-04,true
3840,8736,Discount,2024-01-03,false
3841,1295,Free Trial,2023-11-27,false
3842,1496,Cashback,2023-02-13,true
3843,7441,Cashback,2023-05-08,true
3844,7999,Cashback,2023-06-14,true
3845,3886,Discount,2023-05-18,false
3846,4729,Referral,2023-04-11,true
3847,9787,Bundle,2023-12-04,false
3848,3069,Referral,2023-09-25,true
3849,8405,Cashback,2023-04-14,false
3850,6129,Cashback,2023-01-30,false
3851,7727,Referral,2023-04-26,false
3852,7974,Referral,2024-03-09,true
3853,8730,Bundle,2023-07-23,true
3854,7048,Cashback,2023-06-28,false
3855,2879,Referral,2023-08-05,false
3856,933,Referral,2024-01-29,false
3857,1993,Cashback,2023-06-05,false
3858,2667,Bundle,2023-08-20,false
3859,9397,Free Trial,2024-01-04,true
3860,679,Discount,2023-09-20,true
3861,1055,Free Trial,2024-01-08,true
3862,134,Free Trial,2023-06-17,true
3863,1404,Free Trial,2023-11-01,true
3864,9721,Referral,2023-02-28,true
3865,1022,Discount,2024-01-19,true
3866,6935,Referral,2024-01-10,true
3867,274,Cashback,2023-04-15,false
3868,2728,Free Trial,2023-11-16,false
3869,6481,Bundle,2023-05-30,false
3870,3377,Referral,2023-08-29,true
3871,3812,Discount,2024-02-09,true
3872,6861,Bundle,2023-01-30,false
3873,3217,Discount,2023-05-21,true
3874,95,Bundle,2023-06-24,true
3875,8845,Cashback,2023-11-01,true
3876,3936,Free Trial,2023-05-16,false
3877,1955,Referral,2023-09-28,true
3878,2268,Discount,2023-03-30,true
3879,9441,Discount,2023-06-17,true
3880,4575,Bundle,2024-01-25,true
3881,4511,Bundle,2023-02-12,true
3882,7366,Referral,2023-06-05,true
3883,2506,Cashback,2023-08-25,true
3884,9638,Cashback,2023-02-23,true
3885,2488,Bundle,2023-01-29,true
3886,314,Free Trial,2023-01-03,false
3887,1340,Cashback,2023-02-05,true
3888,9012,Discount,2024-03-22,true
3889,924,Referral,2023-08-18,true
3890,256,Free Trial,2024-01-20,true
3891,9251,Free Trial,2023-10-30,true
3892,7334,Referral,2023-06-30,true
3893,9671,Bundle,2024-03-30,true
3894,8486,Referral,2023-10-03,false
3895,4657,Referral,2023-01-13,false
3896,7347,Discount,2023-08-04,false
3897,3980,Discount,2023-01-18,true
3898,6806,Referral,2023-01-28,true
3899,8790,Discount,2023-09-25,true
3900,1467,Referral,2024-02-20,false
3901,4607,Bundle,2023-11-14,true
3902,4440,Free Trial,2024-03-16,false
3903,391,Bundle,2023-04-02,true
3904,3516,Bundle,2023-08-28,true
3905,1597,Cashback,2023-08-27,false
3906,5628,Discount,2023-10-12,true
3907,6937,Free Trial,2023-12-17,true
3908,6705,Discount,2023-03-07,false
3909,6373,Referral,2023-05-09,false
3910,9349,Referral,2024-02-16,false
3911,7812,Bundle,2023-07-11,false
3912,1290,Free Trial,2023-06-16,true
3913,977,Referral,2024-02-07,true
3914,5651,Cashback,2023-05-11,true
3915,3047,Discount,2023-03-21,true
3916,8481,Bundle,2024-03-11,true
3917,9834,Free Trial,2023-02-02,false
3918,4815,Referral,2023-02-28,true
3919,7918,Cashback,2023-07-13,true
3920,2592,Discount,2023-04-09,true
3921,885,Cashback,2023-07-14,true
3922,6161,Free Trial,2023-12-14,false
3923,2393,Bundle,2023-01-20,true
3924,780,Free Trial,2023-07-27,false
3925,4101,Free Trial,2023-12-01,true
3926,9195,Discount,2023-03-22,true
3927,7792,Discount,2024-01-26,true
3928,4060,Bundle,2024-03-02,false
3929,9416,Bundle,2024-02-19,true
3930,9666,Discount,2023-03-23,true
3931,2224,Cashback,2023-05-10,true
3932,4237,Free Trial,2023-06-01,true
3933,2718,Discount,2023-06-27,true
3934,3502,Free Trial,2023-10-07,true
3935,9414,Free Trial,2023-08-21,true
3936,8637,Bundle,2023-10-24,true
3937,2264,Bundle,2023-10-09,true
3938,2804,Free Trial,2023-03-11,false
3939,9544,Discount,2022-12-31,false
3940,9748,Free Trial,2023-08-05,true
3941,375,Free Trial,2024-02-21,true
3942,3905,Cashback,2023-02-11,true
3943,9899,Bundle,2023-10-03,false
3944,7877,Referral,2024-01-22,false
3945,3351,Referral,2024-03-23,true
3946,9560,Referral,2024-03-19,true
3947,8097,Referral,2023-10-13,true
3948,2190,Discount,2023-09-05,true
3949,8080,Bundle,2023-09-14,true
3950,9762,Discount,2023-10-27,true
3951,7804,Bundle,2023-07-27,true
3952,7488,Discount,2023-06-28,false
3953,413,Bundle,2023-01-29,false
3954,9751,Free Trial,2023-11-20,true
3955,9984,Referral,2023-07-23,false
3956,5710,Referral,2023-06-17,true
3957,345,Bundle,2024-03-03,true
3958,7003,Referral,2024-02-21,true
3959,1940,Referral,2024-02-12,false
3960,6055,Free Trial,2023-04-21,false
3961,4941,Bundle,2023-06-24,false
3962,2175,Cashback,2023-05-12,true
3963,7844,Referral,2023-08-31,true
3964,3144,Discount,2023-07-17,false
3965,2137,Free Trial,2023-06-21,true
3966,9770,Referral,2023-08-14,true
3967,2577,Referral,2023-01-14,true
3968,3122,Discount,2023-06-02,true
3969,6279,Cashback,2023-02-13,true
3970,4365,Bundle,2023-12-29,true
3971,1987,Free Trial,2023-10-22,true
3972,5299,Cashback,2024-01-02,false
3973,2113,Free Trial,2024-02-08,true
3974,2970,Cashback,2023-03-10,false
3975,8507,Free Trial,2024-02-01,false
3976,2482,Free Trial,2023-07-19,false
3977,3356,Cashback,2023-06-05,true
3978,8367,Discount,2024-03-22,true
3979,7807,Bundle,2024-02-05,false
3980,8751,Bundle,2023-09-21,true
3981,4631,Bundle,2023-09-13,true
3982,7499,Bundle,2024-02-15,true
3983,6959,Cashback,2024-02-02,true
3984,3162,Bundle,2024-03-03,true
3985,3941,Cashback,2023-01-21,true
3986,413,Free Trial,2023-05-01,true
3987,6588,Referral,2023-07-25,false
3988,9028,Free Trial,2023-12-30,true
3989,4789,Cashback,2023-06-27,false
3990,372,Discount,2023-11-26,true
3991,7311,Cashback,2023-01-24,true
3992,6692,Bundle,2023-05-12,false
3993,6547,Referral,2023-05-24,false
3994,9720,Free Trial,2023-03-05,true
3995,3212,Free Trial,2023-11-07,true
3996,5954,Discount,2023-09-10,false
3997,8854,Bundle,2023-01-24,true
3998,969,Free Trial,2023-05-12,false
3999,1159,Cashback,2023-06-07,true
4000,5189,Bundle,2024-02-05,false
4001,2248,Bundle,2023-01-03,true
4002,9761,Cashback,2024-02-11,false
4003,4121,Referral,2023-10-30,false
4004,8677,Discount,2024-02-10,false
4005,1090,Referral,2023-09-24,true
4006,4317,Referral,2023-10-24,true
4007,3072,Cashback,2023-01-13,true
4008,926,Referral,2024-02-27,true
4009,5726,Cashback,2024-01-16,true
4010,5225,Free Trial,2023-02-07,true
4011,2926,Discount,2023-10-12,false
4012,3403,Free Trial,2023-06-09,true
4013,6198,Cashback,2023-11-18,true
4014,6274,Cashback,2023-02-08,true
4015,8326,Referral,2023-06-23,true
4016,5358,Free Trial,2023-10-20,true
4017,8197,Bundle,2023-07-31,false
4018,7824,Discount,2023-07-26,true
4019,5867,Cashback,2023-01-21,true
4020,1989,Free Trial,2023-03-13,false
4021,7512,Referral,2023-10-01,false
4022,8229,Cashback,2023-10-17,true
4023,1271,Bundle,2023-04-01,true
4024,9068,Cashback,2023-07-15,true
4025,8785,Free Trial,2024-01-23,true
4026,832,Discount,2023-06-28,false
4027,7720,Bundle,2023-11-06,true
4028,2349,Free Trial,2023-06-07,true
4029,2907,Bundle,2024-03-15,true
4030,8931,Discount,2023-08-31,false
4031,8739,Bundle,2023-10-08,true
4032,7389,Referral,2023-10-24,true
4033,3730,Referral,2024-02-01,true
4034,7493,Referral,2023-02-17,false
4035,8289,Cashback,2023-02-17,true
4036,8232,Free Trial,2023-06-16,true
4037,1444,Bundle,2024-03-22,false
4038,586,Referral,2023-09-06,true
4039,4304,Bundle,2023-09-21,true
4040,7402,Discount,2023-07-13,true
4041,6200,Bundle,2023-06-27,true
4042,6632,Cashback,2023-07-08,true
4043,1058,Bundle,2024-02-26,true
4044,5069,Discount,2023-06-02,true
4045,2744,Bundle,2023-12-27,true
4046,7076,Bundle,2024-02-16,true
4047,595,Cashback,2023-01-26,false
4048,8038,Referral,2023-01-24,true
4049,845,Bundle,2023-03-14,true
4050,2466,Bundle,2024-03-17,true
4051,2627,Referral,2023-12-10,true
4052,8464,Discount,2023-03-27,true
4053,9002,Cashback,2023-01-15,true
4054,6003,Free Trial,2024-03-18,false
4055,3523,Discount,2024-03-07,true
4056,4699,Referral,2023-11-11,true
4057,7026,Cashback,2023-11-05,false
4058,5026,Referral,2023-10-24,true
4059,1436,Free Trial,2023-04-18,false
4060,1920,Referral,2024-03-10,true
4061,6584,Discount,2024-02-21,true
4062,5902,Cashback,2024-01-18,true
4063,8972,Discount,2023-07-21,false
4064,9249,Discount,2023-05-21,false
4065,6554,Free Trial,2023-11-13,true
4066,4200,Free Trial,2024-03-16,true
4067,7131,Discount,2023-04-21,true
4068,5530,Free Trial,2023-10-24,true
4069,490,Cashback,2024-03-14,false
4070,7981,Cashback,2023-04-16,true
4071,1686,Cashback,2023-10-23,false
4072,8521,Referral,2023-02-05,true
4073,3855,Cashback,2023-01-11,false
4074,6327,Cashback,2024-01-02,true
4075,9170,Referral,2023-09-30,true
4076,2021,Discount,2023-10-18,true
4077,8735,Bundle,2023-10-31,false
4078,439,Discount,2024-02-20,true
4079,9353,Free Trial,2023-08-22,true
4080,6608,Referral,2023-02-01,true
4081,9690,Free Trial,2023-01-01,false
4082,5469,Referral,2023-12-13,true
4083,5984,Cashback,2023-09-14,true
4084,4545,Free Trial,2023-08-03,true
4085,4042,Cashback,2023-02-12,true
4086,599,Free Trial,2023-10-19,true
4087,8462,Free Trial,2023-05-22,true
4088,9878,Referral,2023-02-02,true
4089,782,Free Trial,2023-01-02,true
4090,911,Discount,2023-10-30,true
4091,7073,Bundle,2023-03-01,true
4092,6750,Free Trial,2023-03-03,true
4093,9764,Referral,2023-03-28,true
4094,692,Discount,2024-02-08,true
4095,3519,Referral,2023-01-27,true
4096,9946,Discount,2023-11-17,true
4097,8184,Cashback,2024-03-15,false
4098,3688,Cashback,2023-11-26,true
4099,6166,Referral,2023-09-06,true
4100,8708,Discount,2023-11-26,true
4101,2459,Bundle,2023-03-18,true
4102,9280,Discount,2023-04-22,true
4103,7706,Bundle,2023-08-05,true
4104,5359,Referral,2024-03-10,false
4105,8799,Free Trial,2023-05-23,true
4106,7806,Discount,2023-01-20,true
4107,3619,Referral,2024-03-16,false
4108,3640,Discount,2023-04-03,true
4109,4101,Bundle,2023-01-11,true
4110,8552,Bundle,2023-06-08,false
4111,3316,Cashback,2023-06-13,true
4112,8786,Cashback,2023-10-07,true
4113,2122,Bundle,2023-05-15,false
4114,7893,Free Trial,2023-12-19,false
4115,2025,Referral,2023-06-05,false
4116,7942,Discount,2023-02-15,false
4117,8606,Free Trial,2023-06-16,false
4118,2045,Discount,2024-01-30,false
4119,6442,Referral,2023-10-12,true
4120,7532,Free Trial,2023-05-01,true
4121,4552,Discount,2023-01-21,true
4122,9036,Cashback,2023-07-30,true
4123,2107,Discount,2023-10-26,true
4124,1273,Cashback,2023-05-09,false
4125,1252,Bundle,2023-11-25,true
4126,5261,Cashback,2024-01-26,true
4127,2464,Cashback,2023-08-07,true
4128,679,Free Trial,2024-03-25,true
4129,7228,Free Trial,2023-04-25,true
4130,1257,Cashback,2023-07-17,true
4131,530,Referral,2023-12-02,true
4132,378,Referral,2023-12-29,true
4133,3144,Free Trial,2023-06-25,true
4134,2040,Referral,2024-01-09,false
4135,2935,Cashback,2023-08-24,true
4136,5220,Discount,2023-10-27,true
4137,928,Discount,2023-06-12,true
4138,4051,Referral,2023-02-23,true
4139,8727,Discount,2023-06-21,false
4140,734,Free Trial,2023-03-03,true
4141,3343,Discount,2023-11-26,true
4142,3693,Bundle,2023-09-14,true
4143,2495,Referral,2023-01-31,true
4144,4042,Bundle,2023-06-25,true
4145,9882,Referral,2023-05-03,false
4146,9611,Free Trial,2023-06-29,false
4147,4967,Referral,2023-09-12,true
4148,944,Referral,2023-05-31,true
4149,5364,Discount,2023-03-08,true
4150,1141,Cashback,2023-03-20,true
4151,332,Referral,2023-06-22,false
4152,3416,Referral,2023-09-23,true
4153,321,Bundle,2023-07-04,true
4154,3931,Cashback,2023-05-08,true
4155,2761,Free Trial,2023-08-29,true
4156,3984,Free Trial,2023-09-24,true
4157,7990,Referral,2023-01-26,true
4158,5344,Free Trial,2023-10-19,true
4159,294,Discount,2023-12-03,true
4160,1984,Free Trial,2023-03-13,true
4161,2179,Referral,2023-05-26,false
4162,6002,Cashback,2023-06-26,true
4163,3030,Free Trial,2023-10-17,false
4164,7331,Bundle,2024-03-22,true
4165,6493,Free Trial,2023-12-12,true
4166,5593,Cashback,2024-03-01,false
4167,2171,Cashback,2024-03-27,true
4168,1480,Referral,2023-01-02,false
4169,6920,Referral,2023-02-10,true
4170,4932,Discount,2024-03-14,true
4171,3048,Cashback,2023-08-02,true
4172,7776,Bundle,2023-01-16,true
4173,7919,Bundle,2024-02-21,true
4174,9669,Cashback,2024-02-27,false
4175,8431,Discount,2023-01-07,true
4176,386,Bundle,2023-12-25,false
4177,3513,Bundle,2023-08-13,true
4178,9201,Referral,2023-12-01,false
4179,3727,Bundle,2024-01-21,true
4180,2399,Referral,2023-06-06,true
4181,1921,Referral,2023-09-01,false
4182,5897,Cashback,2023-08-02,false
4183,7974,Free Trial,2024-02-09,true
4184,7078,Referral,2023-10-08,true
4185,6408,Bundle,2023-08-15,true
4186,8537,Referral,2023-01-09,false
4187,9014,Free Trial,2023-08-30,true
4188,8941,Referral,2023-06-11,false
4189,1458,Cashback,2023-07-23,false
4190,1105,Cashback,2024-02-23,false
4191,5508,Bundle,2023-10-16,true
4192,6810,Free Trial,2023-09-23,true
4193,5218,Discount,2023-03-02,true
4194,4078,Discount,2023-11-21,false
4195,7209,Discount,2024-02-19,true
4196,1446,Free Trial,2023-04-24,true
4197,9899,Referral,2023-07-27,true
4198,9730,Cashback,2023-03-07,true
4199,5685,Referral,2023-11-06,false
4200,3953,Free Trial,2023-08-20,false
4201,2594,Referral,2023-07-16,false
4202,2409,Bundle,2023-02-05,false
4203,6982,Discount,2023-12-23,true
4204,5610,Bundle,2024-01-11,false
4205,5766,Referral,2023-11-20,true
4206,8722,Bundle,2024-03-23,true
4207,9169,Referral,2023-02-27,true
4208,6530,Discount,2023-06-28,true
4209,2103,Cashback,2024-03-18,false
4210,2050,Referral,2023-07-18,true
4211,376,Discount,2023-05-12,true
4212,8924,Free Trial,2023-07-11,true
4213,3522,Cashback,2023-01-28,true
4214,5548,Bundle,2023-02-23,true
4215,2130,Free Trial,2023-02-16,true
4216,6845,Discount,2023-12-24,false
4217,8053,Bundle,2023-05-07,true
4218,7945,Free Trial,2023-01-17,true
4219,9544,Cashback,2023-08-31,false
4220,8984,Referral,2023-07-06,true
4221,4092,Free Trial,2023-06-10,true
4222,6783,Discount,2023-06-26,true
4223,2434,Discount,2024-02-08,true
4224,4297,Referral,2023-09-06,true
4225,1232,Bundle,2023-09-07,true
4226,5499,Discount,2023-10-25,false
4227,7628,Cashback,2023-02-23,true
4228,5779,Bundle,2023-09-09,true
4229,9618,Free Trial,2024-03-22,false
4230,7492,Free Trial,2023-12-18,true
4231,1917,Cashback,2023-09-11,true
4232,4881,Free Trial,2023-12-11,true
4233,1327,Cashback,2023-04-26,true
4234,5588,Free Trial,2024-02-12,true
4235,7550,Bundle,2023-12-28,false
4236,2798,Discount,2023-07-26,true
4237,859,Bundle,2024-03-11,true
4238,7589,Bundle,2024-02-09,false
4239,109,Discount,2023-08-02,true
4240,9752,Cashback,2023-12-12,true
4241,8737,Cashback,2023-01-07,false
4242,1615,Bundle,2024-01-09,true
4243,752,Cashback,2023-06-01,false
4244,4854,Discount,2024-01-20,true
4245,2489,Free Trial,2024-03-24,true
4246,7100,Free Trial,2023-03-21,true
4247,2862,Bundle,2023-12-15,false
4248,5,Free Trial,2023-10-02,true
4249,7480,Discount,2023-07-15,true
4250,1220,Cashback,2023-01-29,true
4251,8789,Referral,2023-08-22,true
4252,962,Referral,2023-01-22,true
4253,5559,Bundle,2024-02-27,true
4254,1981,Referral,2023-09-30,false
4255,9286,Free Trial,2023-07-15,false
4256,6534,Cashback,2024-02-15,true
4257,6987,Cashback,2023-10-25,true
4258,5455,Referral,2023-06-11,true
4259,3023,Referral,2023-02-03,true
4260,5412,Referral,2023-11-05,true
4261,480,Referral,2023-01-07,true
4262,3565,Free Trial,2023-03-22,true
4263,69,Referral,2023-06-14,true
4264,4364,Referral,2023-05-04,true
4265,3464,Referral,2023-07-07,true
4266,3364,Free Trial,2023-04-16,false
4267,5739,Bundle,2023-07-12,true
4268,8146,Referral,2023-08-02,false
4269,8699,Referral,2023-09-08,true
4270,326,Free Trial,2023-10-02,false
4271,6076,Bundle,2023-03-02,true
4272,9979,Bundle,2023-01-08,true
4273,5390,Referral,2023-11-26,false
4274,5407,Referral,2023-07-26,true
4275,7798,Discount,2023-06-06,true
4276,9916,Bundle,2023-10-05,true
4277,5680,Discount,2024-03-25,false
4278,7239,Free Trial,2023-05-09,false
4279,7885,Referral,2023-02-23,false
4280,3099,Cashback,2023-08-14,true
4281,1867,Discount,2024-01-15,true
4282,8936,Referral,2023-09-13,true
4283,8163,Referral,2023-05-15,true
4284,1040,Cashback,2023-12-15,true
4285,4733,Referral,2023-06-22,true
4286,990,Discount,2023-09-24,true
4287,2166,Cashback,2023-08-06,true
4288,6962,Cashback,2024-01-04,false
4289,6203,Discount,2023-09-26,true
4290,8971,Bundle,2023-06-20,false
4291,6732,Referral,2023-10-19,true
4292,4777,Referral,2023-07-28,false
4293,5623,Discount,2024-03-07,true
4294,7146,Free Trial,2023-09-16,true
4295,1631,Discount,2024-02-24,false
4296,2629,Referral,2023-09-17,true
4297,3048,Cashback,2023-03-25,true
4298,4960,Cashback,2023-10-29,false
4299,5013,Discount,2024-01-14,false
4300,8535,Cashback,2024-01-15,true
4301,3439,Cashback,2023-08-29,true
4302,2754,Referral,2024-02-07,false
4303,6248,Free Trial,2024-01-27,true
4304,5059,Cashback,2023-07-29,false
4305,7311,Referral,2023-06-10,false
4306,8602,Discount,2023-01-21,true
4307,8890,Cashback,2024-02-27,true
4308,909,Free Trial,2023-06-02,true
4309,7462,Referral,2023-07-07,false
4310,7915,Free Trial,2023-06-08,true
4311,2302,Cashback,2024-03-11,true
4312,7998,Free Trial,2024-01-14,true
4313,6024,Referral,2023-08-14,true
4314,9743,Free Trial,2024-02-22,true
4315,6027,Bundle,2023-01-23,true
4316,3796,Referral,2023-12-05,true
4317,1098,Referral,2023-09-18,true
4318,1596,Referral,2023-04-14,true
4319,3041,Free Trial,2024-03-15,false
4320,6662,Referral,2024-01-14,true
4321,4507,Discount,2023-12-16,true
4322,9263,Referral,2023-09-16,true
4323,722,Discount,2024-02-07,true
4324,4367,Bundle,2023-01-22,true
4325,619,Bundle,2023-01-23,true
4326,2208,Bundle,2023-06-26,true
4327,7580,Discount,2024-03-10,true
4328,6406,Bundle,2023-06-06,true
4329,9888,Bundle,2023-12-17,true
4330,6385,Discount,2023-10-08,true
4331,4372,Referral,2023-02-17,false
4332,3875,Cashback,2023-03-30,false
4333,3692,Bundle,2023-09-17,false
4334,6328,Referral,2023-09-29,true
4335,5047,Free Trial,2023-07-16,true
4336,6813,Referral,2023-04-07,true
4337,973,Bundle,2023-09-23,false
4338,2437,Referral,2023-09-22,false
4339,9491,Cashback,2023-01-27,false
4340,4335,Referral,2023-07-25,true
4341,4526,Discount,2024-03-03,true
4342,5254,Discount,2023-10-04,true
4343,2504,Discount,2023-02-21,false
4344,1451,Free Trial,2023-05-03,false
4345,4570,Referral,2023-12-10,true
4346,5011,Cashback,2023-10-23,false
4347,5296,Free Trial,2024-01-23,true
4348,4985,Referral,2023-03-26,true
4349,5594,Cashback,2023-10-30,true
4350,4050,Discount,2024-01-26,true
4351,9123,Discount,2023-06-11,false
4352,1379,Referral,2023-11-17,true
4353,6077,Referral,2023-06-06,true
4354,5003,Free Trial,2023-05-30,true
4355,5099,Cashback,2023-07-09,true
4356,4535,Bundle,2023-06-28,true
4357,7948,Discount,2023-05-07,true
4358,4361,Free Trial,2023-11-19,true
4359,1115,Free Trial,2023-12-18,true
4360,5953,Bundle,2023-06-02,false
4361,4871,Bundle,2024-03-03,false
4362,6425,Free Trial,2024-01-12,true
4363,8334,Bundle,2024-02-28,false
4364,2415,Bundle,2024-01-16,true
4365,4035,Cashback,2023-11-15,true
4366,4692,Discount,2024-01-11,true
4367,8260,Discount,2023-10-25,true
4368,8167,Bundle,2023-10-12,true
4369,6997,Bundle,2023-09-20,false
4370,2477,Bundle,2023-09-27,false
4371,8687,Cashback,2023-01-25,true
4372,5978,Bundle,2023-05-14,false
4373,3151,Bundle,2023-09-05,true
4374,285,Cashback,2024-01-08,false
4375,1373,Bundle,2023-04-20,true
4376,5479,Referral,2023-12-11,true
4377,6897,Referral,2023-10-16,true
4378,4772,Discount,2023-07-10,true
4379,7197,Bundle,2023-02-15,true
4380,20,Referral,2023-07-30,true
4381,7545,Cashback,2024-03-27,true
4382,5851,Cashback,2023-07-29,true
4383,1319,Bundle,2023-02-04,false
4384,3977,Discount,2023-03-14,true
4385,8887,Free Trial,2023-07-07,true
4386,7905,Referral,2023-12-30,true
4387,1520,Discount,2023-03-17,true
4388,6901,Referral,2024-02-24,false
4389,6096,Cashback,2023-04-22,true
4390,8596,Free Trial,2024-02-22,true
4391,9597,Discount,2023-03-01,false
4392,5115,Referral,2023-05-02,true
4393,3587,Cashback,2023-12-05,true
4394,2611,Referral,2023-10-22,true
4395,5863,Cashback,2023-11-30,true
4396,293,Free Trial,2023-06-11,false
4397,9205,Discount,2023-01-17,false
4398,5686,Referral,2024-03-04,true
4399,5528,Cashback,2023-01-22,true
4400,5084,Cashback,2023-10-05,true
4401,4681,Bundle,2023-12-08,true
4402,7421,Referral,2024-03-28,false
4403,4868,Cashback,2024-02-03,true
4404,1277,Free Trial,2023-10-10,true
4405,553,Free Trial,2023-07-04,false
4406,4295,Bundle,2023-04-26,true
4407,1876,Discount,2023-07-27,true
4408,7755,Discount,2023-03-03,true
4409,1254,Referral,2023-08-07,false
4410,6624,Cashback,2023-02-09,true
4411,7885,Free Trial,2023-06-20,true
4412,6221,Referral,2023-07-22,true
4413,9108,Bundle,2023-01-27,true
4414,1347,Cashback,2023-04-02,true
4415,1709,Cashback,2024-01-26,true
4416,9445,Discount,2023-05-14,false
4417,4361,Referral,2023-05-08,true
4418,1991,Discount,2024-03-14,true
4419,7673,Free Trial,2023-12-30,true
4420,4821,Discount,2023-02-26,true
4421,5022,Discount,2024-03-14,true
4422,7252,Bundle,2023-11-20,false
4423,8826,Bundle,2023-08-13,true
4424,7164,Free Trial,2023-03-31,true
4425,7684,Free Trial,2023-06-17,true
4426,1972,Referral,2023-12-29,true
4427,7285,Free Trial,2024-03-15,true
4428,8015,Cashback,2023-06-24,false
4429,6488,Bundle,2023-08-01,true
4430,418,Cashback,2023-11-23,false
4431,4434,Referral,2024-03-06,false
4432,9507,Free Trial,2023-05-04,true
4433,1771,Bundle,2024-03-02,true
4434,1354,Discount,2023-01-09,true
4435,2871,Free Trial,2023-05-12,false
4436,4913,Cashback,2023-03-07,true
4437,4317,Free Trial,2023-05-26,false
4438,7117,Discount,2023-12-30,false
4439,6832,Cashback,2024-03-19,true
4440,4255,Bundle,2023-06-08,true
4441,5128,Referral,2023-01-26,true
4442,6471,Bundle,2023-11-09,true
4443,782,Free Trial,2023-02-06,true
4444,5040,Cashback,2023-08-20,false
4445,647,Referral,2023-05-27,false
4446,7160,Free Trial,2023-10-14,true
4447,4884,Discount,2023-09-05,false
4448,4284,Bundle,2023-05-06,false
4449,8585,Referral,2023-09-28,true
4450,4630,Free Trial,2023-12-13,false
4451,1938,Free Trial,2024-01-17,false
4452,401,Bundle,2023-01-31,true
4453,9067,Discount,2023-12-18,true
4454,1491,Referral,2023-02-22,true
4455,2731,Referral,2023-09-25,false
4456,9048,Discount,2023-01-21,true
4457,2786,Bundle,2024-01-09,true
4458,5133,Cashback,2023-07-26,true
4459,4758,Free Trial,2024-01-23,true
4460,3653,Referral,2023-07-15,false
4461,1857,Cashback,2023-05-23,true
4462,1047,Bundle,2023-07-14,false
4463,1958,Referral,2023-05-11,true
4464,7793,Referral,2024-01-04,false
4465,8703,Cashback,2023-10-13,true
4466,474,Referral,2023-11-13,false
4467,3186,Cashback,2024-01-06,true
4468,3170,Cashback,2023-01-24,true
4469,3302,Cashback,2023-07-29,false
4470,4665,Bundle,2023-10-04,true
4471,2302,Free Trial,2023-11-03,true
4472,7400,Free Trial,2024-03-27,true
4473,1164,Bundle,2023-10-02,false
4474,7019,Free Trial,2023-05-16,true
4475,5211,Cashback,2023-02-10,false
4476,2789,Cashback,2023-03-30,true
4477,2909,Bundle,2023-04-23,false
4478,8769,Bundle,2023-02-14,true
4479,1429,Referral,2024-02-02,true
4480,6284,Bundle,2023-06-07,false
4481,8030,Referral,2024-01-22,true
4482,1381,Cashback,2023-01-05,true
4483,8917,Cashback,2023-06-07,true
4484,2871,Bundle,2023-01-29,true
4485,6997,Bundle,2023-07-11,false
4486,8401,Free Trial,2023-01-19,true
4487,5834,Referral,2024-01-07,true
4488,2825,Referral,2024-01-17,true
4489,961,Cashback,2023-06-09,true
4490,6841,Cashback,2023-04-18,false
4491,7974,Referral,2024-03-27,true
4492,1032,Bundle,2023-10-02,true
4493,3616,Discount,2023-08-26,false
4494,4728,Free Trial,2023-07-16,true
4495,5521,Discount,2023-03-31,true
4496,9789,Free Trial,2023-12-22,false
4497,8892,Cashback,2023-03-11,false
4498,7138,Referral,2023-02-19,true
4499,974,Cashback,2023-06-17,true
4500,8170,Free Trial,2023-03-12,false
4501,4403,Bundle,2023-11-30,true
4502,194,Discount,2023-08-18,true
4503,8113,Bundle,2023-07-26,false
4504,6903,Referral,2024-03-03,true
4505,3240,Discount,2023-07-03,false
4506,9498,Bundle,2024-03-17,true
4507,9732,Discount,2024-01-12,true
4508,1603,Cashback,2023-01-05,true
4509,4900,Free Trial,2023-01-19,true
4510,9810,Discount,2023-12-25,true
4511,8695,Bundle,2023-11-22,false
4512,6733,Referral,2023-01-15,true
4513,3551,Free Trial,2023-06-04,true
4514,5116,Bundle,2023-09-21,true
4515,9027,Cashback,2023-01-01,false
4516,7155,Bundle,2023-07-07,true
4517,8075,Free Trial,2023-01-11,true
4518,5676,Discount,2023-10-10,true
4519,8492,Referral,2023-02-16,true
4520,6643,Referral,2023-03-03,true
4521,7307,Free Trial,2023-03-11,false
4522,8188,Bundle,2023-03-23,true
4523,7267,Referral,2023-10-16,true
4524,9776,Bundle,2023-04-11,true
4525,4833,Bundle,2023-02-27,true
4526,8427,Bundle,2023-07-11,false
4527,8106,Bundle,2023-02-21,true
4528,8946,Discount,2023-04-30,true
4529,3141,Discount,2023-12-29,true
4530,5176,Free Trial,2023-04-17,true
