viewer_id,login_date,device_type,session_score,login_channel
1429,2023-06-15,Gaming Console,31,Google
428,2024-01-24,Gaming Console,54,Apple
2691,2023-04-29,Smart TV,79,Apple
4813,2023-02-19,Gaming Console,46,Google
2738,2023-12-08,Mobile,35,Google
9570,2023-06-18,Gaming Console,96,Apple
4220,2023-07-18,Web,3,Facebook
9782,2023-07-06,Mobile,50,Facebook
4109,2023-06-30,Tablet,99,Mobile OTP
9541,2023-10-29,Smart TV,60,Google
7584,2023-08-27,Gaming Console,61,Apple
2532,2023-10-26,Smart TV,13,Facebook
2708,2023-04-19,Tablet,42,Facebook
8934,2023-08-20,Gaming Console,31,Apple
9070,2023-07-15,Mobile,28,Mobile OTP
5585,2023-10-01,Gaming Console,32,Google
5668,2024-01-27,Web,12,Google
3630,2023-03-20,Gaming Console,28,Google
1437,2023-02-11,Gaming Console,82,Apple
227,2023-07-05,Mobile,37,Google
5367,2023-11-02,Mobile,7,Facebook
6017,2024-02-14,Tablet,92,Email
4206,2023-01-30,Smart TV,62,Email
9431,2023-11-24,Gaming Console,98,Google
2945,2023-04-22,Tablet,38,Apple
7071,2023-05-03,Gaming Console,73,Mobile OTP
8669,2023-09-04,Smart TV,79,Google
5401,2024-02-22,Smart TV,73,Mobile OTP
6650,2024-01-07,Mobile,47,Mobile OTP
2555,2024-01-29,Smart TV,72,Facebook
8442,2023-09-10,Smart TV,54,Facebook
5169,2023-02-07,Smart TV,98,Facebook
6418,2023-09-17,Tablet,7,Facebook
7894,2023-10-03,Gaming Console,33,Facebook
3990,2023-07-04,Web,56,Apple
4229,2024-02-15,Smart TV,96,Email
6155,2023-03-17,Smart TV,86,Email
8899,2023-08-11,Smart TV,63,Facebook
2307,2023-01-11,Gaming Console,21,Apple
4023,2023-09-14,Gaming Console,40,Email
7611,2023-01-11,Gaming Console,40,Facebook
199,2024-02-01,Web,66,Mobile OTP
5527,2023-04-05,Gaming Console,99,Google
5012,2023-06-20,Smart TV,69,Mobile OTP
2188,2024-01-28,Mobile,25,Google
6988,2023-06-13,Tablet,70,Apple
8773,2023-12-31,Mobile,96,Google
4858,2023-01-08,Smart TV,28,Google
3157,2024-02-19,Web,24,Mobile OTP
9500,2023-10-31,Mobile,39,Google
5701,2023-04-14,Gaming Console,71,Apple
187,2023-10-27,Mobile,42,Google
1771,2024-01-28,Gaming Console,57,Google
7767,2024-03-26,Mobile,68,Apple
8247,2023-01-07,Smart TV,64,Mobile OTP
5621,2024-01-25,Gaming Console,99,Mobile OTP
7962,2023-11-18,Gaming Console,66,Facebook
7704,2024-01-09,Tablet,32,Email
5376,2023-10-12,Mobile,22,Google
1662,2023-07-09,Smart TV,49,Mobile OTP
9231,2023-09-14,Tablet,68,Facebook
7974,2023-12-08,Smart TV,57,Email
1552,2024-02-02,Web,76,Facebook
43,2023-10-17,Web,30,Mobile OTP
3724,2023-06-13,Mobile,35,Apple
4436,2024-03-12,Mobile,35,Email
1362,2023-01-03,Mobile,1,Facebook
9954,2023-06-12,Tablet,33,Facebook
3498,2023-08-12,Web,5,Mobile OTP
9865,2024-01-21,Smart TV,0,Email
4643,2023-09-10,Tablet,28,Apple
7362,2023-06-09,Gaming Console,29,Email
8693,2023-01-15,Web,7,Email
1340,2023-03-01,Mobile,18,Mobile OTP
9136,2023-03-15,Smart TV,26,Mobile OTP
8983,2024-03-09,Gaming Console,28,Google
4903,2023-10-21,Smart TV,36,Facebook
2461,2023-05-28,Tablet,82,Google
9275,2023-04-14,Gaming Console,39,Apple
8233,2023-07-18,Web,37,Email
6220,2023-01-11,Mobile,76,Google
4880,2023-11-09,Smart TV,8,Google
1066,2023-09-03,Gaming Console,11,Facebook
1161,2023-06-23,Gaming Console,30,Mobile OTP
2430,2023-08-05,Smart TV,58,Apple
8471,2023-02-03,Mobile,56,Google
3853,2023-01-25,Web,9,Apple
2110,2023-12-23,Smart TV,15,Facebook
5214,2023-09-27,Tablet,63,Google
9886,2024-02-12,Web,43,Mobile OTP
537,2023-02-01,Mobile,80,Apple
176,2023-05-07,Smart TV,71,Facebook
9226,2023-08-20,Smart TV,67,Google
843,2023-03-04,Smart TV,41,Facebook
7638,2024-01-24,Mobile,24,Mobile OTP
4405,2023-12-21,Tablet,60,Mobile OTP
5854,2023-06-26,Web,25,Apple
5276,2023-03-21,Mobile,46,Mobile OTP
5971,2024-03-20,Web,43,Google
1367,2024-02-29,Tablet,82,Mobile OTP
5534,2023-04-01,Mobile,75,Email
2360,2023-01-07,Mobile,76,Apple
6194,2023-12-29,Tablet,46,Facebook
4564,2023-03-20,Gaming Console,75,Apple
6994,2023-03-26,Gaming Console,97,Mobile OTP
4796,2023-03-20,Smart TV,22,Mobile OTP
8070,2023-07-03,Smart TV,38,Email
9073,2023-02-17,Web,51,Mobile OTP
8304,2023-03-18,Smart TV,51,Apple
5625,2024-01-29,Tablet,4,Mobile OTP
5547,2023-05-20,Web,56,Mobile OTP
9013,2023-09-10,Tablet,30,Google
4383,2023-01-04,Gaming Console,0,Google
3954,2023-05-21,Mobile,79,Email
3851,2023-04-09,Web,78,Email
6189,2023-02-24,Smart TV,44,Facebook
8416,2023-09-04,Mobile,89,Facebook
3735,2023-03-21,Tablet,40,Google
3819,2023-03-06,Web,89,Facebook
3406,2023-09-08,Mobile,86,Apple
5006,2023-01-19,Mobile,65,Google
5014,2023-08-27,Tablet,100,Mobile OTP
8846,2023-10-14,Tablet,70,Mobile OTP
9965,2023-02-01,Web,3,Facebook
3369,2023-10-01,Mobile,93,Email
9007,2023-01-26,Gaming Console,31,Facebook
5737,2024-02-26,Tablet,16,Email
8086,2023-10-09,Smart TV,63,Apple
1953,2023-10-12,Mobile,83,Email
3812,2023-10-25,Gaming Console,66,Apple
2142,2023-08-19,Tablet,97,Google
4509,2023-07-09,Mobile,23,Google
2545,2023-05-14,Tablet,24,Google
7273,2024-01-11,Tablet,2,Email
8422,2023-04-03,Web,40,Apple
9220,2023-12-16,Tablet,21,Apple
1183,2023-01-09,Mobile,10,Email
7647,2024-03-28,Web,43,Mobile OTP
6158,2023-12-09,Tablet,94,Facebook
5400,2023-11-30,Smart TV,78,Apple
1074,2023-01-06,Web,88,Google
6588,2024-03-14,Gaming Console,2,Mobile OTP
2440,2023-09-27,Smart TV,78,Mobile OTP
8523,2023-10-11,Web,37,Apple
1619,2023-01-13,Tablet,49,Email
8835,2024-03-20,Web,42,Apple
3473,2023-05-17,Smart TV,5,Mobile OTP
7348,2024-01-08,Tablet,39,Mobile OTP
6596,2024-01-03,Gaming Console,24,Mobile OTP
2337,2023-08-10,Gaming Console,76,Google
3610,2024-01-22,Tablet,4,Apple
8899,2024-02-03,Gaming Console,29,Email
9652,2023-08-11,Smart TV,68,Email
1347,2023-01-10,Tablet,33,Google
4706,2023-12-06,Mobile,63,Facebook
8344,2023-05-13,Tablet,24,Apple
2949,2024-03-29,Tablet,2,Mobile OTP
541,2023-12-01,Gaming Console,12,Google
2307,2024-03-08,Gaming Console,23,Google
6822,2023-04-17,Mobile,23,Email
1719,2023-03-19,Smart TV,3,Google
8483,2023-09-20,Web,76,Apple
3661,2023-09-14,Gaming Console,71,Email
8970,2023-02-12,Gaming Console,40,Google
3261,2023-12-13,Gaming Console,90,Apple
9161,2023-06-19,Smart TV,63,Google
3134,2023-03-11,Gaming Console,62,Mobile OTP
9511,2023-01-22,Web,60,Apple
6279,2024-03-12,Mobile,63,Mobile OTP
5509,2023-03-30,Smart TV,54,Facebook
5173,2023-04-23,Mobile,1,Facebook
3325,2024-01-18,Smart TV,10,Mobile OTP
8127,2023-09-23,Web,73,Apple
2408,2023-09-04,Gaming Console,80,Google
9372,2023-03-12,Web,3,Email
1192,2023-03-30,Gaming Console,1,Google
7830,2023-03-27,Gaming Console,80,Apple
897,2023-07-23,Web,1,Google
5091,2023-06-15,Gaming Console,19,Facebook
4952,2023-09-23,Gaming Console,38,Apple
5481,2023-03-09,Smart TV,43,Mobile OTP
3122,2023-08-28,Tablet,49,Google
3515,2024-01-04,Mobile,12,Google
4910,2023-09-02,Mobile,86,Facebook
9179,2023-12-15,Gaming Console,56,Email
3499,2023-07-13,Gaming Console,87,Facebook
5403,2024-01-16,Tablet,76,Google
9219,2023-12-14,Gaming Console,2,Apple
1919,2023-07-26,Tablet,87,Apple
311,2024-03-14,Smart TV,79,Mobile OTP
458,2023-04-02,Web,59,Facebook
2672,2023-08-29,Mobile,58,Email
6305,2023-11-18,Mobile,12,Facebook
5945,2023-09-29,Web,52,Facebook
5599,2023-11-28,Smart TV,31,Apple
7339,2024-02-14,Mobile,47,Facebook
8319,2023-08-03,Web,63,Apple
4859,2023-06-29,Tablet,61,Apple
137,2023-03-05,Web,66,Email
7485,2023-01-08,Tablet,93,Apple
7503,2023-12-14,Smart TV,14,Mobile OTP
2309,2023-12-30,Web,99,Apple
5576,2023-02-24,Mobile,84,Mobile OTP
8073,2023-09-05,Tablet,67,Email
9408,2023-01-25,Mobile,73,Google
6134,2024-02-08,Mobile,74,Facebook
8995,2023-07-21,Tablet,32,Apple
6429,2023-07-22,Tablet,8,Apple
7918,2023-12-01,Tablet,15,Mobile OTP
5404,2023-02-20,Tablet,81,Apple
7755,2023-06-07,Gaming Console,32,Apple
7519,2023-12-27,Mobile,5,Apple
2681,2023-11-30,Mobile,9,Apple
2113,2023-09-16,Mobile,33,Google
3500,2023-04-22,Mobile,22,Facebook
3149,2023-11-06,Tablet,79,Email
5870,2023-12-02,Web,49,Google
4496,2023-08-03,Web,42,Google
9397,2023-12-05,Web,71,Apple
273,2023-10-01,Web,37,Mobile OTP
7221,2023-07-02,Smart TV,64,Apple
7331,2023-02-27,Smart TV,72,Apple
505,2023-11-11,Gaming Console,3,Apple
6962,2024-03-10,Smart TV,96,Google
2027,2023-07-11,Gaming Console,48,Apple
7507,2023-05-05,Gaming Console,24,Google
9852,2023-07-09,Mobile,36,Google
5631,2024-03-11,Gaming Console,1,Mobile OTP
665,2024-02-12,Web,30,Email
5200,2023-11-08,Smart TV,61,Apple
1666,2023-12-15,Web,46,Email
3959,2023-02-06,Smart TV,21,Email
3846,2023-07-24,Mobile,47,Facebook
8948,2023-02-05,Smart TV,85,Facebook
5384,2023-07-17,Web,76,Mobile OTP
1557,2023-05-17,Gaming Console,33,Google
2109,2023-01-16,Web,11,Apple
6407,2024-03-08,Mobile,76,Facebook
8219,2024-01-28,Mobile,44,Google
688,2023-12-30,Gaming Console,74,Mobile OTP
5220,2023-10-30,Web,54,Email
1254,2023-09-27,Tablet,65,Apple
7070,2023-07-10,Gaming Console,81,Apple
2541,2023-03-07,Web,41,Facebook
2085,2023-06-24,Mobile,25,Google
5989,2023-11-27,Smart TV,35,Email
7824,2023-04-06,Gaming Console,32,Mobile OTP
6848,2024-03-24,Tablet,86,Email
9220,2023-04-27,Mobile,95,Apple
4338,2023-06-27,Gaming Console,95,Facebook
8190,2023-09-14,Smart TV,18,Apple
8161,2024-03-18,Gaming Console,73,Google
8664,2023-01-26,Web,87,Apple
769,2023-05-28,Mobile,3,Google
6091,2023-03-17,Web,49,Google
4745,2023-01-14,Smart TV,58,Facebook
655,2023-07-27,Gaming Console,11,Mobile OTP
1639,2023-08-22,Gaming Console,1,Facebook
3,2023-07-03,Mobile,27,Apple
4866,2024-02-24,Mobile,40,Mobile OTP
7672,2023-08-19,Mobile,30,Facebook
1171,2023-12-19,Smart TV,55,Apple
7239,2023-01-15,Gaming Console,75,Google
4676,2023-12-23,Gaming Console,79,Google
2684,2023-08-30,Gaming Console,82,Google
4251,2023-02-16,Gaming Console,96,Email
8801,2024-02-13,Smart TV,32,Mobile OTP
673,2023-08-29,Web,63,Email
3988,2024-02-18,Gaming Console,57,Apple
2932,2023-06-15,Gaming Console,47,Apple
1998,2023-11-20,Tablet,49,Mobile OTP
7821,2024-03-26,Tablet,56,Mobile OTP
6874,2024-02-25,Mobile,32,Mobile OTP
7563,2023-07-04,Web,33,Mobile OTP
1295,2024-03-06,Mobile,73,Apple
2280,2023-01-02,Gaming Console,69,Apple
9608,2023-12-18,Mobile,17,Google
4215,2023-06-07,Smart TV,1,Mobile OTP
3482,2024-03-06,Mobile,70,Apple
289,2023-03-30,Mobile,6,Google
2810,2023-01-13,Smart TV,12,Google
9023,2024-03-02,Mobile,40,Email
7659,2024-02-17,Mobile,51,Apple
7777,2023-05-12,Mobile,96,Google
2583,2023-02-06,Gaming Console,68,Mobile OTP
178,2023-07-11,Mobile,86,Email
4132,2023-02-18,Tablet,82,Apple
4689,2024-02-11,Tablet,8,Facebook
6825,2023-02-07,Gaming Console,58,Email
2776,2023-10-29,Mobile,73,Mobile OTP
3053,2023-09-14,Tablet,0,Mobile OTP
4664,2023-12-06,Tablet,76,Facebook
2673,2023-04-26,Smart TV,54,Facebook
6816,2024-02-06,Web,80,Google
7600,2023-04-06,Smart TV,71,Facebook
3734,2023-08-15,Web,23,Apple
3923,2024-02-27,Gaming Console,87,Apple
4285,2024-03-24,Smart TV,50,Google
2119,2024-03-12,Mobile,85,Email
637,2023-02-10,Gaming Console,41,Email
8150,2024-02-17,Gaming Console,5,Google
9386,2023-08-02,Tablet,89,Email
1163,2023-11-01,Gaming Console,14,Google
8362,2023-08-25,Smart TV,81,Email
7794,2023-09-04,Mobile,26,Apple
3826,2023-11-30,Mobile,86,Google
779,2024-02-15,Web,17,Facebook
40,2023-09-07,Tablet,36,Google
5908,2023-07-13,Tablet,20,Mobile OTP
6507,2023-01-17,Mobile,99,Google
4754,2023-08-14,Tablet,79,Facebook
4424,2023-09-29,Smart TV,80,Facebook
7890,2023-10-03,Smart TV,14,Email
6735,2023-07-28,Gaming Console,33,Email
8082,2024-02-01,Tablet,9,Email
8298,2023-11-11,Web,8,Mobile OTP
9424,2023-08-16,Gaming Console,23,Facebook
302,2023-03-26,Gaming Console,77,Apple
7246,2024-01-02,Gaming Console,10,Apple
8400,2024-03-06,Tablet,85,Google
7532,2024-01-04,Gaming Console,49,Email
3958,2023-02-24,Tablet,30,Mobile OTP
4003,2023-10-08,Smart TV,53,Apple
3978,2023-12-17,Mobile,79,Google
9168,2023-04-21,Tablet,78,Mobile OTP
9014,2023-04-15,Web,32,Google
3628,2024-01-13,Smart TV,6,Email
4189,2023-12-08,Tablet,40,Apple
2865,2023-07-06,Tablet,20,Mobile OTP
7553,2024-03-22,Smart TV,33,Email
3912,2024-01-09,Web,59,Email
3637,2023-10-02,Gaming Console,42,Google
7505,2024-03-04,Tablet,73,Email
1395,2023-07-19,Smart TV,72,Mobile OTP
610,2023-08-05,Smart TV,10,Google
338,2023-10-16,Gaming Console,85,Facebook
5471,2023-04-04,Web,33,Mobile OTP
1340,2023-01-04,Smart TV,78,Apple
7982,2024-03-18,Smart TV,58,Mobile OTP
6052,2023-07-05,Smart TV,56,Email
7268,2023-07-20,Smart TV,23,Google
7664,2023-04-04,Gaming Console,67,Mobile OTP
986,2024-03-21,Tablet,7,Apple
8567,2024-02-16,Tablet,92,Facebook
1985,2023-08-25,Tablet,39,Apple
6641,2023-05-03,Tablet,66,Email
2056,2023-07-19,Gaming Console,26,Email
3542,2023-07-22,Web,34,Google
9857,2023-05-19,Web,56,Apple
5813,2023-02-10,Gaming Console,91,Apple
7461,2023-01-14,Web,0,Mobile OTP
1852,2023-03-24,Mobile,89,Google
8028,2023-07-26,Web,60,Facebook
1166,2024-01-14,Web,7,Mobile OTP
9212,2024-01-21,Mobile,98,Email
514,2023-05-09,Mobile,99,Facebook
6200,2023-10-24,Web,13,Google
7886,2024-01-27,Gaming Console,26,Google
6494,2023-04-21,Mobile,78,Apple
4992,2023-11-17,Web,80,Email
963,2023-01-17,Mobile,29,Google
2334,2023-08-24,Mobile,35,Google
4355,2023-05-11,Tablet,66,Mobile OTP
533,2024-03-06,Web,71,Apple
9724,2023-11-16,Smart TV,57,Facebook
5449,2023-01-16,Mobile,83,Mobile OTP
7528,2023-01-26,Tablet,49,Google
7393,2023-06-02,Smart TV,85,Email
3101,2023-09-19,Mobile,19,Apple
1889,2023-02-26,Web,81,Mobile OTP
8235,2023-03-17,Tablet,78,Google
4539,2024-03-15,Mobile,23,Email
3331,2023-02-18,Tablet,22,Facebook
4102,2023-11-19,Mobile,74,Facebook
6019,2023-05-27,Web,88,Email
9028,2024-03-05,Gaming Console,62,Google
4239,2023-02-04,Gaming Console,9,Mobile OTP
4739,2024-02-25,Mobile,74,Email
393,2023-02-05,Tablet,75,Mobile OTP
7064,2023-11-04,Tablet,43,Email
6503,2023-11-22,Smart TV,34,Google
4455,2023-10-29,Web,32,Google
7374,2023-01-24,Gaming Console,65,Google
4188,2023-06-29,Gaming Console,73,Mobile OTP
1397,2023-10-16,Mobile,33,Mobile OTP
1273,2023-01-24,Web,96,Mobile OTP
11,2023-03-24,Smart TV,24,Apple
530,2024-01-25,Smart TV,85,Google
805,2023-01-24,Mobile,55,Mobile OTP
4472,2024-01-23,Gaming Console,41,Apple
1239,2024-01-29,Gaming Console,43,Apple
3890,2024-01-28,Tablet,53,Apple
7386,2023-07-06,Web,51,Mobile OTP
38,2023-12-31,Mobile,89,Email
5148,2024-01-31,Mobile,36,Apple
3409,2023-10-05,Tablet,76,Email
9343,2023-12-06,Tablet,58,Facebook
8086,2023-08-26,Smart TV,82,Mobile OTP
1126,2024-01-04,Tablet,68,Facebook
1339,2023-06-13,Web,21,Apple
7773,2023-09-25,Gaming Console,27,Apple
6575,2023-04-25,Tablet,24,Email
910,2023-08-09,Web,35,Apple
5654,2023-08-23,Smart TV,81,Apple
8489,2023-07-06,Smart TV,32,Email
6180,2023-03-07,Smart TV,66,Facebook
9384,2023-07-15,Tablet,50,Apple
7300,2024-03-28,Web,66,Email
6021,2023-01-20,Gaming Console,52,Email
4237,2023-03-18,Web,19,Mobile OTP
6313,2024-02-24,Gaming Console,51,Apple
2866,2023-10-24,Gaming Console,79,Apple
5173,2023-10-06,Tablet,10,Email
3300,2023-03-02,Mobile,64,Google
7903,2023-12-13,Gaming Console,71,Google
7827,2024-01-17,Smart TV,49,Facebook
392,2024-03-16,Web,77,Email
1847,2023-07-25,Gaming Console,19,Google
8654,2023-09-10,Smart TV,99,Email
396,2023-10-19,Mobile,44,Email
9982,2023-06-12,Mobile,94,Email
3464,2024-01-17,Tablet,57,Email
3504,2023-04-12,Mobile,88,Email
7176,2023-05-08,Tablet,7,Mobile OTP
8181,2023-08-30,Gaming Console,1,Email
7031,2024-02-02,Gaming Console,37,Email
9879,2023-09-02,Tablet,17,Google
4175,2024-03-16,Tablet,60,Email
7494,2023-03-21,Gaming Console,19,Mobile OTP
4379,2024-02-10,Mobile,55,Mobile OTP
9002,2023-08-07,Smart TV,73,Facebook
2229,2023-09-09,Web,32,Apple
7473,2023-06-30,Mobile,74,Apple
1994,2023-01-28,Gaming Console,48,Email
2005,2023-12-23,Tablet,35,Google
6873,2023-01-22,Smart TV,3,Google
5399,2023-06-16,Gaming Console,1,Email
23,2024-03-10,Gaming Console,23,Apple
9109,2023-09-29,Smart TV,31,Google
7912,2023-03-14,Smart TV,32,Facebook
4742,2023-12-26,Web,6,Facebook
2798,2023-09-29,Web,82,Facebook
4299,2024-02-24,Smart TV,28,Apple
4877,2024-03-06,Gaming Console,28,Apple
4832,2023-05-02,Smart TV,64,Apple
9162,2023-10-28,Mobile,54,Email
4129,2023-10-02,Tablet,3,Facebook
8507,2023-08-20,Gaming Console,22,Email
6495,2023-05-06,Gaming Console,53,Facebook
4649,2023-06-19,Mobile,36,Google
8830,2023-10-22,Smart TV,76,Mobile OTP
7467,2023-06-03,Smart TV,77,Email
8969,2023-05-14,Gaming Console,54,Apple
1640,2023-10-10,Gaming Console,52,Mobile OTP
809,2023-11-25,Mobile,94,Mobile OTP
7322,2023-01-26,Web,47,Mobile OTP
5428,2024-03-17,Tablet,37,Facebook
3459,2023-01-16,Gaming Console,15,Email
3120,2023-06-16,Web,61,Google
5600,2023-03-18,Smart TV,4,Google
6867,2024-01-06,Web,90,Email
6333,2023-11-14,Smart TV,69,Google
6579,2023-12-29,Mobile,15,Mobile OTP
784,2023-04-12,Mobile,39,Google
2280,2024-02-11,Smart TV,20,Facebook
4054,2023-12-13,Web,57,Facebook
5022,2023-09-05,Gaming Console,74,Facebook
5240,2023-08-03,Tablet,43,Email
3587,2024-02-15,Web,25,Apple
1926,2023-08-05,Tablet,46,Email
5734,2023-03-17,Gaming Console,65,Email
4253,2024-02-11,Smart TV,75,Mobile OTP
4773,2023-03-25,Smart TV,36,Apple
3375,2024-01-15,Mobile,21,Facebook
9083,2023-03-13,Gaming Console,56,Google
7526,2023-03-21,Mobile,50,Apple
905,2023-04-14,Smart TV,32,Google
5613,2024-01-30,Gaming Console,96,Mobile OTP
6319,2023-11-17,Smart TV,49,Facebook
6699,2023-06-24,Smart TV,51,Mobile OTP
1484,2023-06-02,Gaming Console,23,Facebook
4515,2023-09-25,Gaming Console,25,Apple
9744,2023-12-16,Tablet,52,Google
9447,2024-03-08,Mobile,42,Mobile OTP
9879,2023-08-26,Mobile,96,Facebook
3539,2023-12-04,Gaming Console,78,Email
9851,2023-11-28,Smart TV,54,Email
2857,2023-06-24,Smart TV,12,Apple
4901,2024-02-14,Web,73,Email
6822,2023-04-02,Mobile,9,Facebook
3491,2024-02-08,Tablet,50,Google
2638,2023-10-08,Gaming Console,57,Email
645,2023-05-16,Tablet,74,Facebook
6934,2023-10-28,Gaming Console,64,Apple
4468,2023-03-06,Smart TV,61,Google
8917,2024-01-04,Smart TV,38,Google
8845,2024-03-04,Gaming Console,99,Facebook
9906,2023-06-17,Smart TV,19,Google
5539,2023-08-14,Gaming Console,9,Facebook
1696,2023-11-30,Tablet,61,Facebook
9572,2023-02-23,Gaming Console,83,Google
679,2023-12-21,Gaming Console,30,Apple
8462,2023-06-20,Gaming Console,73,Apple
6269,2023-01-10,Tablet,64,Mobile OTP
5288,2023-07-18,Web,23,Email
7667,2023-11-24,Mobile,84,Email
1389,2023-07-28,Smart TV,83,Facebook
6736,2023-12-16,Web,32,Google
3330,2023-03-12,Tablet,52,Facebook
7189,2023-08-27,Smart TV,54,Apple
3755,2024-02-10,Smart TV,79,Email
3977,2023-04-14,Mobile,28,Mobile OTP
2784,2023-08-11,Tablet,26,Apple
4686,2024-03-23,Smart TV,85,Google
1258,2023-12-18,Gaming Console,100,Facebook
2190,2023-10-04,Gaming Console,38,Apple
2783,2023-05-23,Tablet,97,Email
8533,2023-10-19,Mobile,77,Facebook
754,2023-04-12,Gaming Console,18,Google
55,2023-01-14,Gaming Console,73,Apple
2636,2023-07-24,Smart TV,48,Email
2794,2023-07-16,Gaming Console,31,Email
3164,2023-01-13,Gaming Console,53,Apple
2717,2024-01-22,Web,54,Apple
4365,2023-12-12,Tablet,37,Apple
7665,2023-06-15,Smart TV,51,Google
8886,2023-06-19,Mobile,81,Mobile OTP
4702,2023-08-10,Gaming Console,44,Google
3608,2023-04-24,Web,72,Mobile OTP
3992,2023-03-17,Mobile,66,Facebook
6105,2023-09-27,Tablet,12,Email
3450,2023-05-30,Tablet,14,Mobile OTP
4701,2023-05-05,Smart TV,33,Email
3889,2023-06-25,Tablet,66,Email
8795,2023-02-04,Tablet,32,Mobile OTP
7865,2024-01-09,Smart TV,42,Email
1573,2023-11-04,Web,91,Google
1009,2023-07-31,Web,57,Facebook
7964,2023-05-14,Web,26,Facebook
6349,2023-03-02,Gaming Console,11,Apple
2759,2023-02-07,Gaming Console,82,Apple
6941,2023-02-13,Smart TV,2,Mobile OTP
7896,2023-07-11,Web,65,Facebook
4223,2024-03-10,Web,55,Apple
4081,2024-02-08,Web,19,Email
8687,2023-12-11,Mobile,18,Email
4227,2023-04-05,Web,90,Facebook
5570,2023-08-02,Mobile,29,Google
1786,2023-11-21,Tablet,30,Apple
5828,2023-07-31,Tablet,15,Google
7091,2023-12-27,Gaming Console,80,Mobile OTP
565,2023-12-16,Gaming Console,72,Email
5425,2023-05-16,Tablet,100,Apple
9000,2023-10-26,Web,93,Facebook
5938,2023-08-21,Smart TV,96,Apple
5872,2023-05-26,Gaming Console,93,Apple
2591,2024-03-02,Web,43,Email
9404,2023-07-17,Tablet,1,Mobile OTP
3594,2023-04-03,Tablet,53,Google
3808,2023-04-25,Gaming Console,5,Email
1125,2023-07-01,Web,26,Facebook
8678,2023-10-19,Gaming Console,41,Facebook
7315,2023-11-17,Mobile,5,Mobile OTP
6088,2023-11-08,Mobile,56,Apple
125,2023-12-13,Smart TV,3,Apple
5544,2024-01-14,Gaming Console,60,Email
7787,2023-08-19,Gaming Console,95,Facebook
3510,2024-03-20,Web,98,Apple
753,2024-02-23,Mobile,33,Facebook
1717,2023-06-11,Tablet,98,Email
5785,2023-06-14,Tablet,28,Facebook
9674,2023-10-16,Web,88,Google
9659,2023-05-27,Smart TV,67,Facebook
8799,2024-03-05,Tablet,53,Email
8623,2023-12-12,Gaming Console,33,Google
2113,2023-05-01,Smart TV,56,Mobile OTP
3465,2023-06-25,Smart TV,94,Apple
564,2023-09-23,Gaming Console,35,Mobile OTP
9246,2023-10-31,Web,52,Google
3422,2023-10-19,Web,67,Google
2153,2023-10-11,Gaming Console,1,Facebook
6178,2023-01-30,Gaming Console,49,Email
9778,2024-01-11,Smart TV,82,Mobile OTP
2237,2024-03-03,Tablet,69,Mobile OTP
8838,2024-03-15,Tablet,64,Email
9457,2024-03-23,Tablet,78,Google
9346,2023-09-21,Smart TV,17,Email
1408,2023-10-07,Gaming Console,73,Email
7820,2023-05-07,Mobile,91,Email
9551,2023-06-04,Web,75,Facebook
2780,2023-05-02,Web,45,Email
8950,2023-08-24,Tablet,85,Mobile OTP
6098,2023-08-29,Gaming Console,82,Mobile OTP
3287,2023-02-25,Tablet,36,Email
1464,2024-01-31,Tablet,43,Email
9621,2023-10-21,Tablet,62,Google
2686,2023-06-12,Web,32,Email
1569,2023-10-12,Smart TV,66,Mobile OTP
4457,2023-02-15,Tablet,85,Mobile OTP
9735,2023-12-01,Tablet,5,Google
1034,2023-10-09,Gaming Console,13,Email
8968,2023-05-24,Mobile,93,Google
6972,2023-10-03,Web,42,Mobile OTP
2282,2023-10-06,Mobile,75,Mobile OTP
1004,2023-03-16,Mobile,45,Google
1667,2024-02-17,Web,72,Mobile OTP
8254,2023-01-19,Gaming Console,41,Email
2225,2023-08-16,Mobile,7,Mobile OTP
167,2023-11-05,Smart TV,10,Facebook
9669,2024-02-26,Gaming Console,32,Facebook
4840,2023-12-27,Mobile,77,Apple
6528,2023-04-08,Gaming Console,16,Facebook
175,2023-04-25,Mobile,3,Google
2644,2024-01-25,Web,62,Apple
9492,2024-03-02,Gaming Console,32,Mobile OTP
3010,2023-01-13,Gaming Console,46,Apple
723,2024-03-03,Tablet,57,Email
4572,2024-02-23,Smart TV,97,Google
1804,2023-09-17,Tablet,45,Mobile OTP
5676,2023-05-02,Gaming Console,74,Apple
1041,2023-05-29,Smart TV,54,Email
7139,2024-02-21,Mobile,59,Email
7825,2023-08-08,Web,70,Mobile OTP
9894,2024-02-29,Web,31,Mobile OTP
7888,2023-06-12,Web,22,Google
6520,2024-03-28,Tablet,18,Mobile OTP
7411,2023-02-10,Smart TV,19,Facebook
2776,2023-07-12,Tablet,37,Mobile OTP
1300,2023-07-16,Mobile,10,Email
2768,2023-07-04,Web,81,Facebook
5952,2023-10-06,Smart TV,92,Facebook
2951,2024-01-13,Smart TV,42,Google
4326,2023-07-21,Gaming Console,23,Email
7974,2024-03-15,Tablet,69,Google
1490,2024-02-23,Smart TV,24,Google
1852,2023-03-23,Gaming Console,16,Apple
7689,2024-02-08,Tablet,21,Google
9239,2024-03-06,Gaming Console,83,Mobile OTP
6344,2024-02-29,Gaming Console,37,Email
6923,2024-02-15,Mobile,19,Email
8160,2024-02-01,Tablet,67,Facebook
