session_id,viewer_id,session_start,session_end,session_duration,is_successful
1074,4768,2023-06-10 11:33:03,2023-06-10 06:52:03,49,false
1075,7197,2023-11-22 13:49:48,2023-11-22 08:40:48,21,false
1076,5560,2023-08-28 04:19:38,2023-08-28 01:04:38,135,false
1077,5972,2023-08-26 06:17:17,2023-08-26 03:33:17,166,false
1078,7374,2023-04-20 16:14:45,2023-04-20 13:36:45,172,true
1079,1259,2023-07-06 12:08:31,2023-07-06 08:37:31,119,true
1080,3429,2023-05-24 16:50:16,2023-05-24 12:07:16,47,true
1081,7837,2024-01-02 17:28:13,2024-01-02 13:15:13,77,true
1082,8030,2024-02-05 02:45:48,2024-02-04 23:58:48,163,true
1083,5308,2023-02-15 15:27:22,2023-02-15 12:57:22,180,true
1084,9942,2023-08-20 21:39:24,2023-08-20 16:24:24,15,true
1085,1090,2024-03-19 20:20:30,2024-03-19 17:44:30,174,false
1086,1978,2024-01-18 01:56:49,2024-01-17 21:56:49,90,true
1087,8167,2023-07-01 18:10:27,2023-07-01 14:02:27,82,false
1088,1373,2023-11-02 14:51:09,2023-11-02 12:09:09,168,true
1089,1605,2023-09-29 18:28:07,2023-09-29 15:45:07,167,true
1090,2998,2024-02-24 06:56:33,2024-02-24 02:47:33,81,true
1091,5428,2023-06-12 16:37:08,2023-06-12 13:24:08,137,false
1092,767,2023-10-08 13:19:58,2023-10-08 08:34:58,45,true
1093,1547,2023-11-29 03:26:23,2023-11-28 22:27:23,31,true
1094,2442,2023-12-21 05:55:30,2023-12-21 00:59:30,34,true
1095,2491,2023-07-30 07:53:21,2023-07-30 02:28:21,5,true
1096,1031,2023-03-08 23:50:52,2023-03-08 19:00:52,40,true
1097,5398,2023-12-06 17:34:26,2023-12-06 13:40:26,96,true
1098,5902,2023-04-02 01:11:43,2023-04-01 20:00:43,19,false
1099,2950,2023-04-20 13:21:58,2023-04-20 09:32:58,101,true
1100,3157,2023-01-25 09:49:01,2023-01-25 05:20:01,61,false
1101,5844,2023-04-21 05:43:18,2023-04-21 00:55:18,42,false
1102,9481,2023-08-11 13:17:24,2023-08-11 10:31:24,164,true
1103,9269,2023-11-24 03:03:05,2023-11-24 00:29:05,176,true
1104,3120,2023-05-06 10:46:52,2023-05-06 07:45:52,149,true
1105,9979,2023-11-07 23:59:51,2023-11-07 20:49:51,140,true
1106,560,2023-04-29 20:05:22,2023-04-29 16:09:22,94,true
1107,4702,2023-08-09 12:23:41,2023-08-09 08:27:41,94,true
1108,6475,2023-01-26 11:38:44,2023-01-26 07:59:44,111,true
1109,1946,2023-01-22 00:44:13,2023-01-21 19:48:13,34,false
1110,719,2023-05-18 01:22:31,2023-05-17 22:39:31,167,false
1111,9392,2024-01-22 04:35:32,2024-01-22 00:18:32,73,true
1112,4204,2023-09-01 14:16:05,2023-09-01 10:30:05,104,true
1113,5125,2023-02-01 00:46:44,2023-01-31 21:53:44,157,false
1114,4870,2023-06-22 13:25:01,2023-06-22 08:52:01,57,false
1115,7290,2023-12-01 15:22:57,2023-12-01 10:20:57,28,true
1116,4627,2023-08-12 12:04:33,2023-08-12 07:02:33,28,true
1117,2761,2023-03-02 01:35:33,2023-03-01 21:35:33,90,true
1118,6572,2023-09-28 21:06:14,2023-09-28 18:28:14,172,true
1119,344,2023-06-28 15:17:29,2023-06-28 09:59:29,12,true
1120,4311,2023-03-26 22:51:26,2023-03-26 19:55:26,154,true
1121,1775,2023-06-20 21:44:57,2023-06-20 18:13:57,119,true
1122,8842,2023-12-20 12:20:50,2023-12-20 09:33:50,163,true
1123,3452,2023-01-24 04:46:07,2023-01-24 00:16:07,60,true
1124,3568,2023-04-13 02:17:35,2023-04-12 22:44:35,117,false
1125,6502,2024-02-29 14:11:48,2024-02-29 10:56:48,135,true
1126,9139,2023-01-11 05:54:57,2023-01-11 01:32:57,68,false
1127,2159,2023-11-29 10:58:59,2023-11-29 05:33:59,5,true
1128,8623,2023-09-19 22:14:11,2023-09-19 16:53:11,9,false
1129,7169,2023-06-05 22:25:51,2023-06-05 17:13:51,18,true
1130,4026,2023-07-29 15:58:09,2023-07-29 12:37:09,129,false
1131,2130,2023-05-27 15:06:25,2023-05-27 10:19:25,43,true
1132,1147,2023-12-25 01:06:41,2023-12-24 21:55:41,139,true
1133,5236,2023-08-02 07:02:30,2023-08-02 01:40:30,8,false
1134,2383,2023-06-03 10:20:39,2023-06-03 06:18:39,88,true
1135,1382,2023-10-30 01:36:08,2023-10-29 21:31:08,85,true
1136,6613,2023-01-23 03:49:37,2023-01-22 23:08:37,49,true
1137,1473,2023-12-11 07:55:58,2023-12-11 03:32:58,67,true
1138,4428,2023-10-26 05:41:33,2023-10-26 03:01:33,170,true
1139,3416,2023-06-06 07:06:05,2023-06-06 04:02:05,146,false
1140,3378,2023-06-17 19:50:07,2023-06-17 17:10:07,170,true
1141,2366,2023-06-14 05:56:49,2023-06-14 01:29:49,63,false
1142,6713,2023-01-05 02:55:14,2023-01-05 00:14:14,169,false
1143,258,2023-03-08 22:39:48,2023-03-08 19:40:48,151,true
1144,4654,2023-10-15 04:08:07,2023-10-14 23:16:07,38,true
1145,3821,2023-08-02 01:39:49,2023-08-01 22:12:49,123,false
1146,2537,2023-09-02 14:10:09,2023-09-02 09:10:09,30,true
1147,1240,2024-03-16 06:35:51,2024-03-16 03:15:51,130,true
1148,3880,2023-06-03 15:44:13,2023-06-03 12:36:13,142,true
1149,5826,2024-02-12 19:54:05,2024-02-12 16:26:05,122,false
1150,1563,2023-09-26 13:21:53,2023-09-26 10:20:53,149,false
1151,9800,2023-08-29 01:32:00,2023-08-28 22:33:00,151,false
1152,7455,2023-01-13 05:31:31,2023-01-13 00:21:31,20,true
1153,2715,2023-07-23 15:22:44,2023-07-23 10:21:44,29,true
1154,7683,2024-01-28 20:08:37,2024-01-28 16:18:37,100,true
1155,1848,2023-10-20 11:31:58,2023-10-20 08:11:58,130,true
1156,3847,2023-01-11 10:44:44,2023-01-11 08:04:44,170,false
1157,4368,2024-01-01 05:30:30,2024-01-01 02:08:30,128,true
1158,9232,2023-04-03 04:52:47,2023-04-02 23:37:47,15,true
1159,2041,2023-02-25 16:12:06,2023-02-25 13:12:06,150,true
1160,3302,2023-02-11 06:26:02,2023-02-11 02:16:02,80,true
1161,2834,2023-04-01 06:05:30,2023-04-01 02:43:30,128,true
1162,4636,2024-02-17 21:02:46,2024-02-17 16:09:46,37,true
1163,7582,2024-03-07 08:57:16,2024-03-07 05:31:16,124,true
1164,5302,2023-02-25 12:10:52,2023-02-25 08:58:52,138,true
1165,1285,2024-03-05 19:36:37,2024-03-05 15:01:37,55,true
1166,238,2023-01-23 16:18:15,2023-01-23 11:47:15,59,true
1167,2994,2023-04-09 03:11:55,2023-04-09 00:23:55,162,true
1168,9063,2023-01-29 22:17:20,2023-01-29 19:21:20,154,true
1169,6845,2023-02-18 23:26:18,2023-02-18 20:23:18,147,true
1170,2794,2023-12-13 01:59:59,2023-12-12 21:32:59,63,true
1171,2390,2023-05-18 23:53:47,2023-05-18 19:12:47,49,true
1172,1795,2023-11-08 18:08:10,2023-11-08 15:21:10,163,true
1173,7028,2023-07-31 20:08:16,2023-07-31 17:17:16,159,true
1174,4986,2024-03-06 15:20:11,2024-03-06 12:02:11,132,false
1175,2464,2023-10-21 00:57:14,2023-10-20 21:38:14,131,true
1176,2499,2023-07-02 04:42:55,2023-07-02 02:05:55,173,false
1177,3443,2024-02-18 20:59:39,2024-02-18 16:42:39,73,true
1178,9943,2023-03-31 03:29:40,2023-03-31 00:37:40,158,true
1179,1415,2023-11-10 05:01:52,2023-11-09 23:34:52,3,false
1180,5289,2024-02-09 07:12:18,2024-02-09 03:18:18,96,false
1181,9818,2023-04-02 00:33:36,2023-04-01 21:24:36,141,true
1182,8446,2024-01-25 09:48:30,2024-01-25 06:01:30,103,true
1183,6699,2023-09-10 13:12:51,2023-09-10 08:03:51,21,true
1184,2806,2023-11-20 15:28:29,2023-11-20 10:14:29,16,true
1185,1670,2023-01-13 01:26:02,2023-01-12 22:02:02,126,true
1186,9702,2023-06-02 19:19:23,2023-06-02 16:49:23,180,true
1187,1638,2023-01-27 00:38:32,2023-01-26 19:31:32,23,false
1188,5487,2023-02-05 15:58:11,2023-02-05 12:35:11,127,true
1189,8774,2024-01-26 08:40:27,2024-01-26 04:53:27,103,true
1190,7577,2023-04-02 17:04:10,2023-04-02 13:05:10,91,false
1191,8027,2023-06-24 12:51:29,2023-06-24 09:47:29,146,true
1192,639,2024-01-30 00:13:29,2024-01-29 20:51:29,128,true
1193,2183,2023-03-09 06:11:48,2023-03-09 02:49:48,128,true
1194,7983,2023-12-16 09:56:23,2023-12-16 05:54:23,88,true
1195,5240,2024-03-13 09:42:20,2024-03-13 07:08:20,176,false
1196,54,2023-08-02 05:34:21,2023-08-02 01:59:21,115,true
1197,6055,2023-02-03 12:29:37,2023-02-03 08:28:37,89,true
1198,843,2023-04-09 09:56:38,2023-04-09 04:59:38,33,true
1199,5235,2023-11-06 04:16:52,2023-11-06 01:28:52,162,true
1200,2875,2023-03-16 10:54:38,2023-03-16 05:56:38,32,true
1201,3019,2024-01-22 17:16:10,2024-01-22 13:33:10,107,true
1202,5901,2024-02-20 09:03:10,2024-02-20 03:54:10,21,true
1203,1314,2023-08-23 18:04:19,2023-08-23 14:59:19,145,true
1204,4327,2023-05-21 04:36:21,2023-05-21 02:01:21,175,true
1205,2081,2024-01-29 05:54:51,2024-01-29 03:10:51,166,true
1206,134,2023-11-14 19:37:52,2023-11-14 14:37:52,30,false
1207,1071,2023-09-14 18:29:11,2023-09-14 15:43:11,164,true
1208,7615,2024-01-18 05:38:36,2024-01-18 01:14:36,66,true
1209,5866,2023-02-04 06:24:11,2023-02-04 03:32:11,158,true
1210,3237,2023-09-18 17:59:49,2023-09-18 13:52:49,83,false
1211,7482,2024-02-10 13:09:36,2024-02-10 09:56:36,137,true
1212,8436,2023-03-04 17:23:38,2023-03-04 13:22:38,89,true
1213,508,2023-02-15 22:03:13,2023-02-15 17:28:13,55,true
1214,9800,2024-01-11 11:48:59,2024-01-11 07:51:59,93,true
1215,1628,2023-09-26 01:21:00,2023-09-25 22:28:00,157,true
1216,1822,2024-02-06 04:52:23,2024-02-06 00:11:23,49,false
1217,1500,2023-08-16 04:14:26,2023-08-16 00:09:26,85,true
1218,4996,2024-03-05 19:36:12,2024-03-05 14:44:12,38,true
1219,7035,2023-01-21 06:11:01,2023-01-21 01:41:01,60,true
1220,2864,2023-06-07 04:45:29,2023-06-07 00:21:29,66,true
1221,9467,2023-01-01 02:35:19,2022-12-31 23:54:19,169,true
1222,2990,2023-05-18 14:22:11,2023-05-18 09:24:11,32,true
1223,535,2023-03-10 21:40:19,2023-03-10 17:29:19,79,true
1224,3686,2023-11-20 02:37:46,2023-11-20 00:02:46,175,true
1225,6839,2024-03-12 11:36:40,2024-03-12 08:30:40,144,true
1226,37,2023-12-09 21:44:08,2023-12-09 17:08:08,54,true
1227,2087,2023-11-29 14:04:50,2023-11-29 09:22:50,48,false
1228,9811,2023-06-07 09:12:49,2023-06-07 06:01:49,139,true
1229,9687,2023-06-30 00:12:55,2023-06-29 19:34:55,52,false
1230,8941,2023-12-23 18:11:41,2023-12-23 13:20:41,39,true
1231,9070,2023-10-15 10:36:15,2023-10-15 05:54:15,48,true
1232,5601,2023-01-15 14:17:29,2023-01-15 11:24:29,157,true
1233,472,2023-08-28 15:34:28,2023-08-28 12:45:28,161,true
1234,7635,2023-01-25 07:37:21,2023-01-25 04:47:21,160,false
1235,3897,2023-04-03 06:51:14,2023-04-03 03:25:14,124,false
1236,3828,2023-10-11 08:16:54,2023-10-11 04:22:54,96,false
1237,3572,2023-05-01 05:43:26,2023-05-01 01:40:26,87,false
1238,2106,2023-11-25 00:13:55,2023-11-24 21:41:55,178,false
1239,5079,2023-11-01 12:45:06,2023-11-01 09:13:06,118,true
1240,7163,2023-09-30 02:48:22,2023-09-29 22:59:22,101,true
1241,102,2023-06-26 12:30:27,2023-06-26 09:32:27,152,true
1242,731,2023-02-05 02:31:14,2023-02-04 22:39:14,98,false
1243,1708,2023-01-19 09:41:21,2023-01-19 04:43:21,32,true
1244,9839,2023-07-17 15:20:10,2023-07-17 10:25:10,35,true
1245,7942,2023-05-01 12:58:09,2023-05-01 09:25:09,117,false
1246,1954,2023-03-26 02:56:04,2023-03-25 21:52:04,26,true
1247,4924,2023-03-01 22:06:12,2023-03-01 17:29:12,53,true
1248,1285,2023-10-21 16:53:46,2023-10-21 12:00:46,37,true
1249,1805,2023-08-23 22:32:37,2023-08-23 17:11:37,9,true
1250,5841,2024-02-11 21:14:25,2024-02-11 18:04:25,140,true
1251,5011,2023-05-31 23:44:46,2023-05-31 19:41:46,87,true
1252,4785,2023-08-06 02:34:04,2023-08-05 23:30:04,146,true
1253,517,2023-01-29 07:43:16,2023-01-29 02:33:16,20,true
1254,9950,2024-03-05 15:13:40,2024-03-05 11:25:40,102,false
1255,4178,2023-04-22 16:21:31,2023-04-22 13:32:31,161,true
1256,4373,2023-08-30 00:15:03,2023-08-29 19:21:03,36,true
1257,5982,2024-03-27 17:56:06,2024-03-27 15:10:06,164,true
1258,7377,2023-01-28 07:41:11,2023-01-28 04:27:11,136,true
1259,443,2023-08-12 18:12:14,2023-08-12 13:31:14,49,true
1260,3754,2023-03-10 22:43:43,2023-03-10 17:24:43,11,true
1261,3623,2023-09-28 13:54:47,2023-09-28 10:32:47,128,true
1262,3848,2023-10-26 13:46:57,2023-10-26 11:16:57,180,true
1263,1003,2024-01-30 14:07:53,2024-01-30 09:38:53,61,true
1264,9579,2023-07-06 09:51:53,2023-07-06 05:11:53,50,true
1265,204,2023-05-29 01:50:31,2023-05-28 21:04:31,44,true
1266,5385,2023-09-12 00:32:16,2023-09-11 19:26:16,24,true
1267,5268,2023-01-28 17:00:43,2023-01-28 14:12:43,162,true
1268,6104,2023-05-17 18:59:49,2023-05-17 15:43:49,134,true
1269,6694,2023-10-10 02:28:12,2023-10-09 22:55:12,117,true
1270,4692,2023-07-31 20:20:48,2023-07-31 16:19:48,89,false
1271,5953,2023-05-10 11:59:13,2023-05-10 07:27:13,58,true
1272,1025,2023-11-04 13:56:38,2023-11-04 09:19:38,53,true
1273,4918,2023-07-31 22:37:17,2023-07-31 17:36:17,29,true
1274,406,2023-05-28 06:49:56,2023-05-28 03:34:56,135,true
1275,2050,2023-08-10 04:02:17,2023-08-10 01:08:17,156,true
1276,101,2023-12-26 21:11:20,2023-12-26 18:16:20,155,true
1277,5288,2023-12-07 19:25:46,2023-12-07 14:38:46,43,true
1278,2029,2023-10-27 07:18:33,2023-10-27 02:04:33,16,true
1279,6849,2023-08-03 15:47:10,2023-08-03 12:30:10,133,true
1280,6404,2023-09-01 06:57:31,2023-09-01 04:05:31,158,false
1281,5009,2023-09-18 09:26:24,2023-09-18 05:32:24,96,true
1282,5883,2023-07-28 11:44:04,2023-07-28 08:56:04,162,true
1283,1901,2023-08-15 02:07:40,2023-08-14 21:48:40,71,true
1284,1313,2023-06-08 06:03:56,2023-06-08 01:41:56,68,true
1285,8472,2023-03-02 15:38:00,2023-03-02 12:27:00,139,true
1286,4277,2023-09-19 11:56:45,2023-09-19 06:53:45,27,true
1287,5746,2023-05-10 14:45:41,2023-05-10 10:50:41,95,true
1288,5657,2023-08-24 06:36:09,2023-08-24 02:35:09,89,true
1289,4609,2023-03-06 08:12:15,2023-03-06 04:50:15,128,true
1290,7911,2023-02-11 14:06:39,2023-02-11 09:08:39,32,true
1291,6586,2024-02-16 16:33:33,2024-02-16 13:28:33,145,true
1292,6257,2023-05-02 21:27:25,2023-05-02 16:29:25,32,true
1293,8429,2023-06-25 13:24:21,2023-06-25 10:13:21,139,true
1294,400,2023-10-01 13:07:34,2023-10-01 08:17:34,40,true
1295,9483,2023-06-14 14:40:37,2023-06-14 10:57:37,107,true
1296,871,2023-01-06 05:45:08,2023-01-06 00:42:08,27,true
1297,4460,2023-09-26 03:48:04,2023-09-25 23:50:04,92,true
1298,3862,2024-02-16 08:17:51,2024-02-16 04:12:51,85,true
1299,5362,2024-03-09 01:24:56,2024-03-08 20:26:56,32,true
1300,7322,2023-05-22 17:26:25,2023-05-22 14:34:25,158,true
1301,3204,2023-02-01 01:09:05,2023-01-31 21:44:05,125,true
1302,1859,2024-01-17 08:43:59,2024-01-17 03:57:59,44,false
1303,1132,2023-11-07 21:30:05,2023-11-07 17:59:05,119,false
1304,8277,2023-07-18 03:38:15,2023-07-17 23:13:15,65,true
1305,6935,2023-07-16 23:05:52,2023-07-16 20:34:52,179,true
1306,5035,2023-05-22 22:00:30,2023-05-22 16:51:30,21,true
1307,5800,2023-04-01 18:04:05,2023-04-01 12:46:05,12,false
1308,6301,2023-12-08 11:35:10,2023-12-08 07:10:10,65,true
1309,2952,2023-10-24 14:52:04,2023-10-24 11:00:04,98,true
1310,3452,2023-12-17 00:39:19,2023-12-16 21:21:19,132,true
1311,2682,2023-11-10 10:19:05,2023-11-10 07:08:05,139,true
1312,8364,2023-10-18 00:40:53,2023-10-17 19:18:53,8,true
1313,8507,2023-01-20 03:22:59,2023-01-20 00:16:59,144,true
1314,3146,2024-01-14 12:49:47,2024-01-14 07:44:47,25,true
1315,4619,2024-03-13 23:31:59,2024-03-13 18:38:59,37,true
1316,4737,2023-06-05 16:37:15,2023-06-05 11:58:15,51,true
1317,718,2023-10-12 11:49:38,2023-10-12 07:44:38,85,false
1318,5509,2023-02-07 18:06:36,2023-02-07 13:11:36,35,true
1319,8051,2023-09-21 03:00:43,2023-09-20 23:41:43,131,true
1320,5362,2023-07-09 17:44:04,2023-07-09 12:53:04,39,true
1321,9544,2023-05-26 16:56:02,2023-05-26 14:04:02,158,true
1322,2925,2023-04-10 11:44:52,2023-04-10 07:55:52,101,false
1323,7381,2024-01-02 21:14:41,2024-01-02 15:52:41,8,true
1324,9491,2024-02-12 02:43:34,2024-02-11 23:49:34,156,true
1325,7694,2023-08-06 12:31:42,2023-08-06 08:39:42,98,true
1326,3079,2023-11-23 12:59:40,2023-11-23 09:07:40,98,true
1327,1028,2023-02-24 15:55:44,2023-02-24 11:41:44,76,false
1328,6888,2024-02-14 03:53:14,2024-02-13 22:28:14,5,true
1329,6835,2023-07-27 01:22:17,2023-07-26 20:07:17,15,true
1330,9000,2023-07-09 01:56:58,2023-07-08 22:54:58,148,true
1331,7988,2023-04-17 19:45:11,2023-04-17 15:43:11,88,true
1332,3645,2023-11-12 20:49:36,2023-11-12 17:01:36,102,true
1333,4544,2023-02-02 04:58:17,2023-02-02 01:29:17,121,false
1334,1614,2023-01-21 04:32:35,2023-01-21 00:59:35,117,false
1335,4813,2023-10-25 17:01:56,2023-10-25 12:13:56,42,true
1336,2714,2023-07-07 03:14:37,2023-07-06 22:31:37,47,true
1337,6769,2023-11-08 08:00:37,2023-11-08 02:54:37,24,true
1338,8843,2023-03-06 11:41:25,2023-03-06 07:43:25,92,true
1339,4291,2024-03-09 12:17:49,2024-03-09 07:25:49,38,true
1340,3495,2024-02-28 13:19:35,2024-02-28 10:31:35,162,true
1341,1678,2023-02-12 15:48:52,2023-02-12 12:05:52,107,true
1342,6634,2023-09-02 08:58:32,2023-09-02 04:13:32,45,true
1343,3417,2024-03-17 02:05:04,2024-03-16 21:19:04,44,true
1344,2054,2023-11-29 00:39:35,2023-11-28 20:05:35,56,true
1345,3951,2023-01-25 17:32:06,2023-01-25 12:49:06,47,false
1346,2547,2023-11-13 22:43:55,2023-11-13 19:09:55,116,false
1347,6469,2023-12-28 04:54:39,2023-12-28 01:35:39,131,true
1348,1334,2023-08-06 21:29:33,2023-08-06 18:15:33,136,true
1349,4631,2023-11-08 19:13:38,2023-11-08 14:02:38,19,true
1350,2048,2024-01-09 04:12:56,2024-01-08 23:44:56,62,true
1351,5646,2024-03-15 23:53:42,2024-03-15 19:02:42,39,true
1352,324,2023-01-23 15:20:31,2023-01-23 11:28:31,98,false
1353,9239,2024-03-21 15:37:40,2024-03-21 12:00:40,113,true
1354,7287,2023-09-21 13:59:14,2023-09-21 11:16:14,167,true
1355,1073,2023-03-27 12:46:17,2023-03-27 09:33:17,137,true
1356,1418,2023-09-05 17:26:56,2023-09-05 14:08:56,132,true
1357,3539,2023-07-18 11:32:34,2023-07-18 06:54:34,52,true
1358,7655,2023-12-30 06:18:38,2023-12-30 02:58:38,130,true
1359,5148,2023-12-26 14:49:49,2023-12-26 11:07:49,108,true
1360,8414,2023-12-16 02:24:08,2023-12-15 21:59:08,65,true
1361,94,2023-10-22 02:01:55,2023-10-21 23:06:55,155,true
1362,7539,2023-04-10 04:08:45,2023-04-10 00:20:45,102,true
1363,5250,2023-10-24 00:06:59,2023-10-23 20:11:59,95,false
1364,9706,2023-03-29 14:34:29,2023-03-29 11:27:29,143,true
1365,124,2024-03-29 18:32:51,2024-03-29 14:40:51,98,true
1366,2762,2024-02-09 04:51:29,2024-02-09 02:03:29,162,false
1367,3412,2023-05-06 13:07:48,2023-05-06 08:44:48,67,true
1368,2884,2024-03-27 16:44:21,2024-03-27 14:10:21,176,true
1369,1060,2023-09-21 18:30:02,2023-09-21 13:31:02,31,false
1370,1516,2023-11-30 08:11:29,2023-11-30 04:31:29,110,true
1371,2029,2023-02-06 08:52:32,2023-02-06 04:07:32,45,true
1372,6221,2023-11-20 05:40:20,2023-11-20 03:01:20,171,true
1373,8252,2023-08-25 16:33:27,2023-08-25 12:40:27,97,false
1374,4265,2023-05-06 00:37:51,2023-05-05 20:18:51,71,true
1375,3806,2023-01-01 05:50:25,2023-01-01 02:24:25,124,true
1376,2733,2023-06-21 23:10:32,2023-06-21 18:50:32,70,false
1377,972,2024-02-02 04:35:04,2024-02-02 01:22:04,137,true
1378,4549,2023-09-21 08:18:25,2023-09-21 05:01:25,133,true
1379,7157,2023-02-02 20:14:37,2023-02-02 15:05:37,21,false
1380,7226,2023-08-14 18:52:28,2023-08-14 13:52:28,30,false
1381,4744,2023-11-03 21:30:29,2023-11-03 17:40:29,100,true
1382,6679,2023-05-25 07:59:34,2023-05-25 03:47:34,78,true
1383,9965,2023-02-16 17:59:22,2023-02-16 13:38:22,69,true
1384,187,2023-04-29 00:30:36,2023-04-28 20:17:36,77,true
1385,2336,2023-01-27 22:22:56,2023-01-27 17:24:56,32,false
1386,2332,2023-01-07 07:18:48,2023-01-07 04:06:48,138,true
1387,3023,2023-05-29 21:47:59,2023-05-29 17:54:59,97,true
1388,2872,2023-09-15 14:05:45,2023-09-15 09:51:45,76,true
1389,2030,2023-11-01 07:06:17,2023-11-01 03:31:17,115,true
1390,3911,2023-09-22 17:41:52,2023-09-22 12:19:52,8,true
1391,7678,2023-01-19 13:43:44,2023-01-19 08:24:44,11,true
1392,3916,2023-06-06 06:04:28,2023-06-06 02:11:28,97,true
1393,3282,2023-01-20 05:22:16,2023-01-19 23:58:16,6,true
1394,5085,2023-08-05 16:37:11,2023-08-05 13:13:11,126,true
1395,2790,2023-06-21 21:48:20,2023-06-21 17:00:20,42,false
1396,1914,2023-06-26 10:00:19,2023-06-26 05:48:19,78,true
1397,6502,2023-04-21 20:12:06,2023-04-21 17:32:06,170,false
1398,6082,2023-07-15 20:51:06,2023-07-15 15:55:06,34,false
1399,4546,2023-09-11 13:09:34,2023-09-11 08:54:34,75,true
1400,5042,2023-07-12 10:57:26,2023-07-12 06:37:26,70,true
1401,2244,2024-02-03 06:28:47,2024-02-03 03:38:47,160,true
1402,9500,2023-10-11 05:33:21,2023-10-11 02:58:21,175,true
1403,9352,2023-06-18 01:35:29,2023-06-17 22:10:29,125,true
1404,1140,2023-05-07 19:02:22,2023-05-07 14:26:22,54,false
1405,1352,2023-05-27 04:27:03,2023-05-27 00:30:03,93,true
1406,5232,2023-11-07 11:35:31,2023-11-07 06:45:31,40,true
1407,9020,2023-02-14 12:24:14,2023-02-14 09:10:14,136,true
1408,8825,2023-03-28 18:24:49,2023-03-28 15:48:49,174,true
1409,5882,2023-03-17 02:42:54,2023-03-16 22:11:54,59,true
1410,6206,2023-09-09 22:58:30,2023-09-09 18:01:30,33,true
1411,9627,2023-06-04 02:35:27,2023-06-03 21:35:27,30,true
1412,753,2023-02-20 19:03:18,2023-02-20 13:59:18,26,true
1413,8575,2024-01-01 20:23:39,2024-01-01 15:59:39,66,true
1414,3572,2023-09-21 18:51:38,2023-09-21 15:53:38,152,true
1415,1532,2023-11-19 19:47:53,2023-11-19 14:20:53,3,true
1416,2178,2023-01-09 14:49:46,2023-01-09 10:31:46,72,true
1417,4209,2023-09-26 07:48:41,2023-09-26 04:36:41,138,true
1418,5896,2023-03-06 10:41:06,2023-03-06 07:34:06,143,true
1419,6150,2023-08-07 01:55:26,2023-08-06 22:09:26,104,true
1420,2309,2024-01-28 02:56:58,2024-01-27 23:03:58,97,true
1421,6617,2023-05-30 03:46:47,2023-05-29 23:36:47,80,true
1422,4842,2023-06-16 07:05:27,2023-06-16 04:31:27,176,true
1423,3332,2023-10-09 05:06:33,2023-10-09 02:20:33,164,true
1424,4451,2023-06-19 02:46:18,2023-06-18 22:24:18,68,true
1425,9696,2023-06-16 12:57:22,2023-06-16 08:11:22,44,false
1426,5908,2023-08-03 21:22:32,2023-08-03 16:52:32,60,false
1427,393,2023-12-04 10:34:54,2023-12-04 05:31:54,27,true
1428,605,2024-01-07 12:12:22,2024-01-07 09:26:22,164,true
1429,3337,2023-05-19 01:37:56,2023-05-18 20:34:56,27,true
1430,4258,2023-07-17 05:50:08,2023-07-17 02:13:08,113,false
1431,505,2023-10-02 10:36:39,2023-10-02 05:12:39,6,true
1432,6931,2023-05-13 10:22:43,2023-05-13 07:22:43,150,true
1433,6262,2023-11-27 21:00:54,2023-11-27 18:30:54,180,true
1434,8601,2023-07-22 14:15:57,2023-07-22 11:30:57,165,true
1435,516,2023-12-15 10:18:07,2023-12-15 05:40:07,52,true
1436,7950,2023-12-18 18:34:03,2023-12-18 13:47:03,43,true
1437,6290,2024-03-09 11:24:10,2024-03-09 07:02:10,68,false
1438,5786,2023-02-08 06:20:20,2023-02-08 03:35:20,165,true
1439,9768,2024-02-04 06:20:48,2024-02-04 02:58:48,128,false
1440,4860,2023-04-14 01:59:09,2023-04-13 21:19:09,50,true
1441,7438,2023-08-15 20:09:44,2023-08-15 15:53:44,74,true
1442,8160,2023-03-02 22:13:25,2023-03-02 18:17:25,94,true
1443,208,2023-07-24 06:43:32,2023-07-24 03:54:32,161,false
1444,1735,2023-08-09 10:34:18,2023-08-09 05:35:18,31,false
1445,5665,2023-01-06 00:19:08,2023-01-05 20:50:08,121,false
1446,698,2023-03-23 17:04:29,2023-03-23 13:05:29,91,true
1447,1863,2023-01-07 20:47:23,2023-01-07 15:42:23,25,true
1448,693,2023-06-21 03:40:25,2023-06-20 23:45:25,95,true
1449,4599,2023-08-27 00:25:37,2023-08-26 20:17:37,82,true
1450,3707,2023-11-24 19:58:39,2023-11-24 15:07:39,39,false
1451,6730,2024-01-30 04:30:13,2024-01-29 23:58:13,58,false
1452,316,2024-03-04 04:53:09,2024-03-04 01:17:09,114,true
1453,5679,2023-02-10 19:32:23,2023-02-10 16:37:23,155,true
1454,1837,2024-02-17 17:16:24,2024-02-17 12:26:24,40,true
1455,5555,2023-12-26 01:47:41,2023-12-25 21:47:41,90,true
1456,3888,2024-01-25 21:30:52,2024-01-25 18:25:52,145,false
1457,2481,2023-02-08 12:06:00,2023-02-08 09:15:00,159,false
1458,2595,2023-12-31 00:37:39,2023-12-30 20:33:39,86,true
1459,8739,2023-11-18 07:23:09,2023-11-18 03:17:09,84,true
1460,9483,2023-05-13 21:29:11,2023-05-13 16:11:11,12,true
1461,9867,2023-07-18 10:30:45,2023-07-18 06:07:45,67,true
1462,56,2024-03-04 01:00:53,2024-03-03 21:41:53,131,true
