promo_id,viewer_id,promo_type,promo_date,discount_code_used,promo_impact_factor
2865,1495,Bundle,2023-11-09,False,1.0
2866,765,Bundle,2023-12-26,False,1.0
2867,6636,Discount,2023-04-20,True,1.0
2868,4904,Free Trial,2023-06-02,True,0.5
2869,5644,Discount,2024-02-16,True,1.0
2870,7644,Bundle,2023-10-15,True,1.0
2871,7314,Cashback,2023-03-20,True,1.1
2872,4423,Cashback,2023-12-30,True,1.1
2873,3334,Bundle,2024-02-17,True,1.0
2874,8240,Free Trial,2023-07-01,True,0.5
2875,1861,Referral,2024-03-27,False,1.2
2876,1473,Cashback,2023-02-17,True,1.1
2877,4584,Free Trial,2023-02-16,False,0.5
2878,6398,Discount,2023-03-31,True,1.0
2879,7007,Cashback,2023-10-08,True,1.1
2880,6023,Bundle,2024-01-31,True,1.0
2881,6710,Free Trial,2023-08-30,True,0.5
2882,6831,Free Trial,2023-06-20,True,0.5
2883,6557,Discount,2023-01-12,True,1.0
2884,625,Referral,2023-11-26,True,1.2
2885,1856,Discount,2023-02-28,True,1.0
2886,9464,Free Trial,2024-03-05,True,0.5
2887,1858,Discount,2023-02-26,True,1.0
2888,5572,Discount,2023-09-19,True,1.0
2889,8051,Discount,2023-01-08,False,1.0
2890,7120,Cashback,2023-11-22,True,1.1
2891,7092,Cashback,2023-07-21,True,1.1
2892,8748,Bundle,2023-01-24,False,1.0
2893,2294,Bundle,2023-03-11,True,1.0
2894,6648,Free Trial,2023-08-30,True,0.5
2895,5912,Bundle,2023-09-09,False,1.0
2896,4906,Cashback,2023-05-29,True,1.1
2897,1460,Discount,2023-05-23,True,1.0
2898,1940,Discount,2023-01-01,True,1.0
2899,8596,Referral,2024-03-22,True,1.2
2900,7340,Bundle,2023-12-02,True,1.0
2901,335,Discount,2023-04-23,False,1.0
2902,5616,Discount,2023-05-26,True,1.0
2903,2860,Discount,2023-11-18,True,1.0
2904,1223,Discount,2023-02-27,True,1.0
2905,3902,Cashback,2023-02-24,True,1.1
2906,4255,Cashback,2023-12-13,True,1.1
2907,3347,Bundle,2023-10-25,True,1.0
2908,767,Discount,2023-01-27,True,1.0
2909,292,Bundle,2023-10-12,True,1.0
2910,6434,Cashback,2023-05-26,True,1.1
2911,3805,Cashback,2023-11-25,False,1.1
2912,4724,Discount,2024-01-28,True,1.0
2913,649,Free Trial,2023-01-17,True,0.5
2914,3103,Bundle,2023-08-01,True,1.0
2915,8347,Bundle,2023-11-06,True,1.0
2916,1786,Cashback,2023-12-04,True,1.1
2917,7464,Free Trial,2023-02-27,True,0.5
2918,2045,Free Trial,2023-01-18,True,0.5
2919,33,Bundle,2023-04-27,False,1.0
2920,881,Cashback,2024-02-08,True,1.1
2921,8808,Referral,2024-03-12,False,1.2
2922,9059,Cashback,2023-03-18,True,1.1
2923,5019,Cashback,2023-02-08,False,1.1
2924,3722,Discount,2023-10-15,True,1.0
2925,1669,Referral,2024-03-12,True,1.2
2926,9343,Referral,2023-09-29,True,1.2
2927,4642,Cashback,2023-02-11,True,1.1
2928,7053,Cashback,2023-01-24,True,1.1
2929,17,Bundle,2023-08-04,True,1.0
2930,2436,Bundle,2023-03-24,False,1.0
2931,3574,Bundle,2023-06-11,True,1.0
2932,663,Discount,2023-08-04,True,1.0
2933,2455,Cashback,2023-12-31,False,1.1
2934,7478,Cashback,2023-11-28,False,1.1
2935,6136,Referral,2023-11-01,True,1.2
2936,1095,Free Trial,2023-08-11,True,0.5
2937,7210,Referral,2023-09-23,True,1.2
2938,9189,Free Trial,2023-05-26,True,0.5
2939,5554,Discount,2024-03-14,True,1.0
2940,8764,Discount,2023-02-18,True,1.0
2941,7826,Cashback,2024-01-25,True,1.1
2942,2776,Referral,2023-03-27,True,1.2
2943,324,Discount,2024-01-23,True,1.0
2944,7277,Referral,2024-02-25,False,1.2
2945,1221,Cashback,2023-09-08,False,1.1
2946,7727,Bundle,2024-01-18,False,1.0
2947,5234,Discount,2023-06-18,False,1.0
2948,2252,Cashback,2023-01-26,True,1.1
2949,2418,Referral,2023-06-15,True,1.2
2950,3440,Bundle,2024-02-20,True,1.0
2951,7232,Cashback,2023-01-06,True,1.1
2952,25,Referral,2023-12-14,True,1.2
2953,8300,Bundle,2024-02-29,False,1.0
2954,3547,Bundle,2023-06-15,True,1.0
2955,1705,Bundle,2023-01-30,True,1.0
2956,3424,Bundle,2024-01-31,True,1.0
2957,7881,Free Trial,2023-05-30,True,0.5
2958,1714,Referral,2023-03-06,True,1.2
2959,5810,Free Trial,2023-10-30,True,0.5
2960,8499,Discount,2023-12-14,False,1.0
2961,3015,Discount,2023-10-01,True,1.0
2962,7750,Discount,2024-01-18,False,1.0
2963,3868,Discount,2023-09-15,True,1.0
2964,5852,Free Trial,2023-06-11,True,0.5
2965,1218,Bundle,2024-01-15,True,1.0
2966,1966,Discount,2023-04-06,False,1.0
2967,7203,Cashback,2024-02-15,True,1.1
2968,989,Cashback,2023-03-19,False,1.1
2969,7403,Cashback,2024-02-14,True,1.1
2970,1010,Cashback,2023-09-25,True,1.1
2971,8763,Free Trial,2023-02-10,True,0.5
2972,4625,Referral,2023-04-28,False,1.2
2973,1648,Bundle,2023-08-18,True,1.0
2974,7958,Referral,2024-01-15,True,1.2
2975,5925,Referral,2023-03-02,True,1.2
2976,1704,Cashback,2023-01-17,True,1.1
2977,8789,Free Trial,2024-02-27,True,0.5
2978,751,Cashback,2023-09-18,True,1.1
2979,3941,Discount,2024-01-16,False,1.0
2980,2448,Bundle,2024-01-31,True,1.0
2981,7547,Bundle,2023-06-01,True,1.0
2982,9755,Referral,2024-02-15,True,1.2
2983,8718,Referral,2023-09-30,False,1.2
2984,6207,Referral,2023-04-14,True,1.2
2985,717,Cashback,2023-05-05,False,1.1
2986,3822,Cashback,2023-11-29,True,1.1
2987,1277,Cashback,2023-04-21,True,1.1
2988,4941,Bundle,2023-09-19,False,1.0
2989,2591,Cashback,2023-06-23,False,1.1
2990,4422,Free Trial,2024-01-15,True,0.5
2991,2089,Referral,2023-06-25,True,1.2
2992,7165,Bundle,2023-07-04,False,1.0
2993,5714,Bundle,2023-04-08,False,1.0
2994,3025,Bundle,2023-12-05,False,1.0
2995,3388,Bundle,2023-03-05,False,1.0
2996,1623,Bundle,2023-06-21,True,1.0
2997,6479,Free Trial,2023-09-17,True,0.5
2998,2762,Bundle,2023-06-26,False,1.0
2999,8817,Discount,2023-06-02,True,1.0
3000,3128,Bundle,2023-12-05,False,1.0
3001,3994,Discount,2023-01-23,False,1.0
3002,825,Free Trial,2023-09-15,False,0.5
3003,2105,Referral,2023-07-19,False,1.2
3004,3573,Cashback,2023-07-11,True,1.1
3005,7302,Cashback,2024-03-27,False,1.1
3006,9143,Cashback,2023-04-10,True,1.1
3007,6926,Bundle,2023-09-04,True,1.0
3008,4224,Referral,2023-10-20,True,1.2
3009,3265,Free Trial,2023-10-17,False,0.5
3010,7445,Cashback,2023-05-31,True,1.1
3011,5917,Discount,2023-10-12,True,1.0
3012,823,Referral,2023-03-04,True,1.2
3013,2477,Free Trial,2023-07-25,True,0.5
3014,4656,Cashback,2023-10-22,True,1.1
3015,8472,Discount,2023-01-19,False,1.0
3016,4606,Discount,2023-08-03,True,1.0
3017,5094,Discount,2023-11-26,True,1.0
3018,1288,Bundle,2023-04-27,True,1.0
3019,3024,Discount,2023-01-11,False,1.0
3020,8858,Bundle,2023-11-27,False,1.0
3021,2487,Discount,2023-05-20,True,1.0
3022,1762,Discount,2024-02-15,True,1.0
3023,3249,Bundle,2023-03-23,True,1.0
3024,4892,Free Trial,2024-03-26,True,0.5
3025,3067,Cashback,2023-12-16,False,1.1
3026,4787,Free Trial,2023-06-26,True,0.5
3027,6829,Discount,2023-03-08,False,1.0
3028,3309,Discount,2024-02-18,True,1.0
3029,142,Cashback,2023-12-10,True,1.1
3030,3211,Free Trial,2023-11-20,True,0.5
3031,492,Cashback,2023-08-05,True,1.1
3032,8092,Discount,2023-10-12,False,1.0
3033,8721,Referral,2023-01-16,True,1.2
3034,9123,Free Trial,2023-04-23,True,0.5
3035,6043,Bundle,2023-09-29,True,1.0
3036,5647,Bundle,2024-03-04,True,1.0
3037,2795,Free Trial,2023-07-17,True,0.5
3038,2863,Discount,2023-01-14,True,1.0
3039,3952,Bundle,2023-08-29,False,1.0
3040,2630,Discount,2024-03-27,True,1.0
3041,5149,Free Trial,2023-11-07,True,0.5
3042,8057,Bundle,2023-11-18,True,1.0
3043,8349,Free Trial,2023-08-19,False,0.5
3044,5700,Bundle,2023-12-12,True,1.0
3045,3085,Discount,2024-01-06,True,1.0
3046,5607,Discount,2023-09-05,True,1.0
3047,7827,Bundle,2023-02-11,True,1.0
3048,9644,Free Trial,2024-01-24,True,0.5
3049,918,Referral,2024-01-28,True,1.2
3050,6619,Cashback,2023-09-01,False,1.1
3051,2483,Cashback,2024-02-12,True,1.1
3052,8188,Bundle,2023-07-14,True,1.0
3053,6336,Cashback,2024-03-26,True,1.1
3054,776,Discount,2024-02-16,True,1.0
3055,8293,Free Trial,2023-12-31,True,0.5
3056,5993,Bundle,2023-02-17,True,1.0
3057,4486,Discount,2023-05-01,True,1.0
3058,8455,Free Trial,2023-10-30,False,0.5
3059,7105,Bundle,2023-09-19,True,1.0
3060,5044,Bundle,2023-02-25,True,1.0
3061,9715,Free Trial,2023-01-29,True,0.5
3062,6892,Discount,2024-01-15,False,1.0
3063,6026,Bundle,2023-12-01,False,1.0
3064,3955,Free Trial,2024-02-15,True,0.5
3065,821,Referral,2023-11-16,False,1.2
3066,6082,Free Trial,2023-10-20,True,0.5
3067,2085,Discount,2023-03-31,True,1.0
3068,2629,Free Trial,2023-04-25,False,0.5
3069,8371,Cashback,2024-02-09,True,1.1
3070,1380,Referral,2023-09-14,True,1.2
3071,8816,Bundle,2024-03-09,False,1.0
3072,6837,Discount,2024-01-27,True,1.0
3073,2629,Bundle,2024-01-14,False,1.0
3074,9409,Free Trial,2023-06-20,False,0.5
3075,5567,Cashback,2024-03-17,True,1.1
3076,6811,Referral,2023-05-06,True,1.2
3077,9436,Cashback,2023-08-19,True,1.1
3078,6522,Bundle,2024-02-28,False,1.0
3079,6895,Cashback,2023-07-26,True,1.1
3080,1858,Referral,2023-11-24,False,1.2
3081,1238,Referral,2023-08-23,True,1.2
3082,8658,Referral,2023-05-26,True,1.2
3083,1301,Bundle,2022-12-31,True,1.0
3084,6541,Free Trial,2023-03-28,False,0.5
3085,1075,Referral,2023-12-31,True,1.2
3086,3870,Bundle,2023-08-09,True,1.0
3087,5744,Free Trial,2023-02-23,False,0.5
3088,3463,Discount,2023-05-16,True,1.0
3089,8453,Discount,2023-03-19,False,1.0
3090,6435,Bundle,2023-05-18,True,1.0
3091,3468,Bundle,2023-12-01,True,1.0
3092,8564,Cashback,2023-10-01,True,1.1
3093,634,Bundle,2023-10-27,True,1.0
3094,9289,Referral,2023-12-27,True,1.2
3095,2901,Cashback,2023-01-17,True,1.1
3096,9064,Bundle,2023-06-10,False,1.0
3097,5274,Cashback,2023-05-19,True,1.1
3098,4537,Discount,2023-03-22,True,1.0
3099,7612,Discount,2023-07-03,True,1.0
3100,6649,Free Trial,2024-01-02,True,0.5
3101,9589,Free Trial,2023-11-01,True,0.5
3102,8833,Free Trial,2023-08-17,True,0.5
3103,2807,Free Trial,2023-11-12,True,0.5
3104,8327,Discount,2024-01-01,False,1.0
3105,3015,Free Trial,2023-02-23,True,0.5
3106,8180,Referral,2023-11-02,False,1.2
3107,2979,Discount,2023-03-15,True,1.0
3108,5228,Bundle,2023-11-19,False,1.0
3109,6604,Cashback,2023-05-24,True,1.1
3110,2390,Discount,2023-04-25,False,1.0
3111,8624,Cashback,2023-02-02,True,1.1
3112,8165,Cashback,2024-03-25,False,1.1
3113,3875,Free Trial,2023-04-06,True,0.5
3114,5833,Free Trial,2024-03-17,True,0.5
3115,7530,Referral,2023-10-07,True,1.2
3116,3524,Referral,2023-02-22,False,1.2
3117,2061,Referral,2023-05-02,True,1.2
3118,3712,Cashback,2023-02-05,False,1.1
3119,326,Discount,2023-02-13,False,1.0
3120,6241,Cashback,2024-03-15,False,1.1
3121,392,Free Trial,2024-03-19,True,0.5
3122,855,Referral,2024-03-27,True,1.2
3123,2971,Discount,2023-08-14,True,1.0
3124,7945,Referral,2024-03-26,False,1.2
3125,1647,Bundle,2024-03-27,True,1.0
3126,6594,Cashback,2024-03-29,True,1.1
3127,7204,Cashback,2023-05-22,True,1.1
3128,2700,Cashback,2023-02-27,True,1.1
3129,977,Bundle,2023-09-29,False,1.0
3130,2398,Free Trial,2023-03-20,True,0.5
3131,3023,Cashback,2023-08-09,False,1.1
3132,8004,Free Trial,2023-04-10,True,0.5
3133,6283,Referral,2023-01-17,True,1.2
3134,9603,Referral,2023-08-03,True,1.2
3135,2974,Bundle,2023-06-28,True,1.0
3136,9489,Free Trial,2023-04-01,False,0.5
3137,873,Cashback,2023-04-03,True,1.1
3138,161,Free Trial,2023-07-18,True,0.5
3139,1784,Cashback,2023-12-12,False,1.1
3140,3465,Referral,2023-11-04,False,1.2
3141,5621,Referral,2023-06-07,True,1.2
3142,2429,Referral,2023-01-13,True,1.2
3143,3922,Cashback,2023-03-31,True,1.1
3144,7145,Free Trial,2023-05-15,True,0.5
3145,5614,Bundle,2023-12-29,True,1.0
3146,479,Cashback,2024-01-17,False,1.1
3147,6478,Free Trial,2023-05-17,True,0.5
3148,9503,Referral,2023-01-13,True,1.2
3149,2240,Free Trial,2023-09-05,True,0.5
3150,9046,Discount,2023-03-04,True,1.0
3151,8491,Cashback,2023-02-10,False,1.1
3152,7081,Referral,2023-12-24,False,1.2
3153,4719,Discount,2023-08-12,True,1.0
3154,6268,Free Trial,2023-09-08,False,0.5
3155,7726,Referral,2024-01-24,False,1.2
3156,4532,Referral,2024-03-02,True,1.2
3157,9436,Referral,2023-07-17,True,1.2
3158,6601,Discount,2024-03-19,True,1.0
3159,243,Discount,2023-11-26,True,1.0
3160,959,Discount,2023-04-19,True,1.0
3161,3527,Bundle,2023-02-13,True,1.0
3162,7951,Cashback,2024-03-09,True,1.1
3163,4852,Cashback,2024-03-08,True,1.1
3164,4045,Cashback,2023-01-23,True,1.1
3165,9522,Free Trial,2023-05-16,True,0.5
3166,7134,Bundle,2023-07-14,True,1.0
3167,9894,Free Trial,2023-05-31,False,0.5
3168,6183,Bundle,2023-10-26,True,1.0
3169,4835,Bundle,2024-02-12,False,1.0
3170,4572,Referral,2023-01-31,True,1.2
3171,5328,Free Trial,2024-02-23,False,0.5
3172,5555,Cashback,2023-06-01,True,1.1
3173,8735,Discount,2023-05-09,True,1.0
3174,8743,Free Trial,2024-03-20,True,0.5
3175,7676,Free Trial,2023-06-05,True,0.5
3176,8547,Referral,2023-10-23,False,1.2
3177,7943,Free Trial,2023-09-29,True,0.5
3178,1265,Referral,2023-04-05,True,1.2
3179,2312,Referral,2023-09-21,True,1.2
3180,5846,Bundle,2023-12-05,True,1.0
3181,5364,Bundle,2023-12-15,True,1.0
3182,6743,Discount,2023-06-18,False,1.0
3183,1437,Discount,2024-02-27,True,1.0
3184,3863,Referral,2023-06-08,False,1.2
3185,9178,Discount,2023-12-30,False,1.0
3186,9506,Discount,2023-12-26,True,1.0
3187,1803,Bundle,2023-06-10,False,1.0
3188,4409,Referral,2023-04-30,False,1.2
3189,9618,Discount,2023-02-16,True,1.0
3190,30,Bundle,2023-02-22,True,1.0
3191,5169,Cashback,2023-08-25,False,1.1
3192,5216,Referral,2023-08-22,True,1.2
3193,7958,Discount,2023-09-03,True,1.0
3194,2633,Free Trial,2023-04-05,False,0.5
3195,7522,Discount,2023-11-19,True,1.0
3196,3666,Free Trial,2023-08-20,True,0.5
3197,4023,Cashback,2023-10-09,True,1.1
3198,5334,Free Trial,2024-03-12,True,0.5
3199,2386,Referral,2024-01-09,True,1.2
3200,2099,Free Trial,2023-09-02,True,0.5
3201,521,Bundle,2023-11-10,False,1.0
3202,8401,Free Trial,2023-07-29,False,0.5
3203,4095,Referral,2023-10-26,True,1.2
3204,8234,Bundle,2023-09-08,True,1.0
3205,2423,Free Trial,2023-12-20,True,0.5
3206,125,Referral,2023-11-28,True,1.2
3207,2955,Bundle,2023-09-27,True,1.0
3208,6093,Free Trial,2024-01-19,True,0.5
3209,9808,Discount,2024-02-14,True,1.0
3210,8064,Free Trial,2024-03-25,True,0.5
3211,844,Free Trial,2023-08-14,False,0.5
3212,7957,Discount,2023-04-21,False,1.0
3213,6671,Discount,2023-12-29,True,1.0
3214,2675,Bundle,2023-11-29,True,1.0
3215,9887,Cashback,2023-09-27,False,1.1
3216,3717,Cashback,2024-02-08,True,1.1
3217,7016,Referral,2023-02-20,False,1.2
3218,1782,Discount,2023-06-26,False,1.0
3219,3343,Discount,2023-04-19,False,1.0
3220,6049,Free Trial,2023-08-05,True,0.5
3221,5590,Discount,2023-04-28,True,1.0
3222,8383,Free Trial,2023-11-25,True,0.5
3223,4894,Discount,2023-12-10,True,1.0
3224,9804,Discount,2023-10-31,True,1.0
3225,3634,Referral,2023-10-12,True,1.2
3226,6512,Cashback,2023-03-29,True,1.1
3227,5111,Referral,2023-09-10,False,1.2
3228,6546,Discount,2023-04-05,True,1.0
3229,9123,Free Trial,2023-04-17,True,0.5
3230,8871,Free Trial,2023-03-14,True,0.5
3231,3391,Bundle,2023-04-05,True,1.0
3232,6197,Referral,2023-09-20,True,1.2
3233,4837,Bundle,2023-06-20,False,1.0
3234,1793,Discount,2023-01-31,True,1.0
3235,8095,Discount,2024-01-27,True,1.0
3236,2825,Referral,2023-04-02,True,1.2
3237,4479,Referral,2023-05-31,True,1.2
3238,188,Discount,2023-11-28,True,1.0
3239,8678,Cashback,2024-01-11,False,1.1
3240,181,Referral,2023-11-07,False,1.2
3241,6476,Free Trial,2024-01-27,True,0.5
3242,9677,Free Trial,2023-10-16,True,0.5
3243,9303,Referral,2023-12-22,True,1.2
3244,8046,Cashback,2024-02-14,True,1.1
3245,539,Discount,2023-03-17,True,1.0
3246,8227,Cashback,2023-12-23,True,1.1
3247,9661,Free Trial,2024-02-15,False,0.5
3248,3416,Bundle,2023-10-19,True,1.0
3249,9724,Discount,2023-01-27,True,1.0
3250,9833,Discount,2024-01-21,True,1.0
3251,4037,Referral,2023-10-29,True,1.2
3252,5175,Free Trial,2023-05-06,False,0.5
3253,8796,Discount,2023-11-21,False,1.0
3254,9233,Cashback,2024-03-07,False,1.1
3255,3752,Bundle,2023-09-14,True,1.0
3256,1222,Referral,2023-06-02,False,1.2
3257,9048,Discount,2024-02-27,False,1.0
3258,7022,Referral,2023-04-07,True,1.2
3259,3899,Referral,2023-03-31,True,1.2
3260,9459,Free Trial,2023-06-30,True,0.5
3261,1936,Bundle,2023-05-27,True,1.0
3262,7979,Discount,2023-10-06,True,1.0
3263,3663,Cashback,2024-01-14,True,1.1
3264,1646,Referral,2023-11-23,True,1.2
3265,7308,Cashback,2023-09-27,True,1.1
3266,1225,Bundle,2023-07-01,True,1.0
3267,4111,Free Trial,2023-09-18,True,0.5
3268,7902,Discount,2023-02-28,True,1.0
3269,4053,Cashback,2023-05-16,False,1.1
3270,8027,Free Trial,2023-03-20,False,0.5
3271,3633,Cashback,2023-08-11,True,1.1
3272,2069,Free Trial,2023-07-09,False,0.5
3273,555,Referral,2023-09-27,False,1.2
3274,617,Cashback,2023-06-11,True,1.1
3275,6618,Bundle,2023-06-21,True,1.0
3276,5052,Cashback,2024-01-29,True,1.1
3277,6068,Bundle,2024-02-05,True,1.0
3278,5791,Discount,2023-10-18,True,1.0
3279,8824,Referral,2023-05-18,True,1.2
3280,8106,Discount,2023-10-16,True,1.0
3281,4459,Free Trial,2024-01-07,True,0.5
3282,6829,Cashback,2023-11-12,True,1.1
3283,2445,Free Trial,2023-10-16,True,0.5
3284,8440,Referral,2023-01-19,False,1.2
3285,6991,Cashback,2023-05-12,False,1.1
3286,2262,Discount,2023-06-13,False,1.0
3287,8417,Free Trial,2023-09-26,True,0.5
3288,5985,Free Trial,2023-10-23,False,0.5
3289,717,Discount,2023-11-02,True,1.0
3290,333,Free Trial,2023-02-23,True,0.5
3291,3701,Cashback,2023-08-21,False,1.1
3292,142,Free Trial,2023-07-01,False,0.5
3293,9844,Free Trial,2024-01-26,True,0.5
3294,7872,Discount,2023-05-17,True,1.0
3295,2624,Bundle,2023-01-02,False,1.0
3296,8140,Cashback,2023-12-03,True,1.1
3297,8659,Free Trial,2023-04-16,False,0.5
3298,3008,Discount,2024-03-22,False,1.0
3299,9796,Referral,2023-08-05,False,1.2
3300,1778,Referral,2023-11-01,False,1.2
3301,6591,Discount,2023-11-01,True,1.0
3302,3611,Referral,2023-04-02,False,1.2
3303,7975,Referral,2023-03-26,False,1.2
3304,1685,Free Trial,2024-03-05,True,0.5
3305,8962,Referral,2023-05-14,True,1.2
3306,9991,Referral,2023-05-05,True,1.2
3307,8067,Referral,2023-02-18,True,1.2
3308,6051,Discount,2023-02-13,False,1.0
3309,9999,Discount,2023-03-15,True,1.0
3310,2487,Bundle,2023-07-24,True,1.0
3311,7976,Free Trial,2023-01-15,False,0.5
3312,2111,Referral,2023-10-02,True,1.2
3313,6100,Referral,2024-03-04,True,1.2
3314,6310,Cashback,2024-03-15,True,1.1
3315,5329,Discount,2023-09-02,True,1.0
3316,4323,Referral,2023-09-14,True,1.2
3317,9672,Discount,2023-04-19,True,1.0
3318,4111,Free Trial,2023-12-28,True,0.5
3319,4398,Cashback,2023-10-19,True,1.1
3320,6584,Discount,2024-01-25,True,1.0
3321,5968,Bundle,2023-01-16,True,1.0
3322,7400,Discount,2023-04-09,True,1.0
3323,9297,Discount,2023-12-03,False,1.0
3324,6641,Cashback,2023-07-15,False,1.1
3325,582,Discount,2023-07-02,False,1.0
3326,391,Cashback,2023-09-08,False,1.1
3327,6825,Discount,2024-02-12,True,1.0
3328,7406,Bundle,2023-01-03,False,1.0
3329,3297,Bundle,2023-12-26,False,1.0
3330,2380,Discount,2023-08-29,True,1.0
3331,6266,Free Trial,2023-02-17,False,0.5
3332,6486,Cashback,2023-06-23,True,1.1
3333,4804,Referral,2023-05-07,False,1.2
3334,4307,Referral,2024-02-04,True,1.2
3335,7724,Referral,2023-08-15,True,1.2
3336,3895,Cashback,2023-06-23,False,1.1
3337,5887,Referral,2023-05-13,True,1.2
3338,2118,Bundle,2024-02-02,True,1.0
3339,1593,Referral,2024-01-16,True,1.2
3340,4808,Free Trial,2024-03-11,True,0.5
3341,4382,Referral,2024-03-13,True,1.2
3342,1950,Cashback,2024-01-31,False,1.1
3343,271,Bundle,2023-01-22,True,1.0
3344,2622,Free Trial,2023-03-04,True,0.5
3345,2013,Referral,2023-02-16,False,1.2
3346,156,Bundle,2023-10-12,False,1.0
3347,4238,Cashback,2023-06-09,True,1.1
3348,986,Bundle,2023-04-20,True,1.0
3349,9568,Free Trial,2023-10-26,True,0.5
3350,6178,Free Trial,2023-02-23,True,0.5
3351,4005,Bundle,2023-05-11,True,1.0
3352,3411,Referral,2023-05-24,False,1.2
3353,6421,Discount,2023-04-23,True,1.0
3354,9721,Referral,2023-09-17,True,1.2
3355,285,Discount,2023-04-18,False,1.0
3356,3085,Discount,2023-12-05,True,1.0
3357,9368,Free Trial,2023-09-12,False,0.5
3358,6347,Cashback,2024-03-23,True,1.1
3359,1773,Referral,2023-08-07,True,1.2
3360,4544,Free Trial,2023-11-30,True,0.5
3361,704,Discount,2024-01-27,True,1.0
3362,2155,Cashback,2023-09-13,False,1.1
3363,4178,Discount,2024-02-12,False,1.0
3364,8830,Referral,2023-11-30,True,1.2
3365,5601,Bundle,2023-02-02,False,1.0
3366,7384,Free Trial,2024-01-25,True,0.5
3367,9904,Cashback,2023-03-26,True,1.1
3368,9588,Discount,2023-01-21,False,1.0
3369,5623,Bundle,2024-03-24,True,1.0
3370,6694,Discount,2023-07-20,True,1.0
3371,5081,Free Trial,2023-01-31,False,0.5
3372,791,Bundle,2023-03-10,True,1.0
3373,2868,Bundle,2023-03-06,False,1.0
3374,9828,Free Trial,2024-03-13,True,0.5
3375,3972,Cashback,2024-03-17,False,1.1
3376,2643,Free Trial,2023-11-03,True,0.5
3377,5223,Free Trial,2023-04-19,False,0.5
3378,5412,Discount,2023-01-27,False,1.0
3379,5705,Discount,2023-05-07,True,1.0
3380,4608,Cashback,2024-02-27,True,1.1
3381,3518,Bundle,2024-01-16,True,1.0
3382,7951,Cashback,2024-03-09,True,1.1
3383,5388,Free Trial,2023-06-22,True,0.5
3384,1318,Referral,2023-01-17,True,1.2
3385,266,Discount,2023-09-04,True,1.0
3386,2232,Discount,2023-01-16,False,1.0
3387,2206,Cashback,2023-09-08,True,1.1
3388,2733,Free Trial,2023-11-09,True,0.5
3389,7139,Discount,2023-05-31,True,1.0
3390,1312,Bundle,2023-12-28,True,1.0
3391,5047,Referral,2024-03-10,True,1.2
3392,6517,Bundle,2023-06-11,False,1.0
3393,6480,Referral,2023-02-16,True,1.2
3394,2575,Free Trial,2023-07-05,True,0.5
3395,9053,Bundle,2023-03-22,False,1.0
3396,6581,Referral,2023-09-12,False,1.2
3397,370,Bundle,2024-03-02,True,1.0
3398,2796,Referral,2024-02-04,False,1.2
3399,894,Free Trial,2023-11-08,True,0.5
3400,7470,Free Trial,2024-02-22,True,0.5
3401,7518,Cashback,2023-12-31,True,1.1
3402,7602,Referral,2023-03-06,True,1.2
3403,5535,Discount,2023-12-07,False,1.0
3404,8593,Cashback,2023-09-01,True,1.1
3405,7384,Bundle,2024-02-09,False,1.0
3406,2054,Free Trial,2024-02-11,True,0.5
3407,2551,Discount,2023-05-08,False,1.0
3408,3193,Cashback,2023-10-26,True,1.1
3409,747,Bundle,2023-09-21,True,1.0
3410,1708,Cashback,2024-02-24,True,1.1
3411,8790,Discount,2023-11-05,True,1.0
3412,3416,Bundle,2023-07-31,True,1.0
3413,2766,Referral,2023-03-30,True,1.2
3414,1389,Referral,2023-02-25,True,1.2
3415,8096,Bundle,2023-08-04,False,1.0
3416,1161,Free Trial,2023-06-26,True,0.5
3417,1858,Bundle,2023-06-02,True,1.0
3418,4615,Free Trial,2023-03-02,True,0.5
3419,3598,Cashback,2023-08-27,False,1.1
3420,9726,Cashback,2024-01-20,False,1.1
3421,1176,Cashback,2023-05-21,True,1.1
3422,5494,Free Trial,2023-10-15,True,0.5
3423,4268,Free Trial,2023-08-29,True,0.5
3424,9378,Bundle,2023-10-12,True,1.0
3425,2128,Cashback,2024-02-23,False,1.1
3426,2121,Free Trial,2023-05-05,True,0.5
3427,1187,Bundle,2023-08-26,True,1.0
3428,4582,Bundle,2024-03-19,False,1.0
3429,2890,Referral,2023-07-23,True,1.2
3430,414,Bundle,2023-11-14,False,1.0
3431,9678,Cashback,2023-11-30,True,1.1
3432,8984,Bundle,2024-01-17,True,1.0
3433,7805,Referral,2023-05-14,True,1.2
3434,7538,Bundle,2023-07-18,True,1.0
3435,2609,Referral,2023-05-26,True,1.2
3436,1992,Referral,2023-12-14,True,1.2
3437,4834,Referral,2023-05-31,True,1.2
3438,7335,Free Trial,2023-12-31,True,0.5
3439,8635,Discount,2023-08-22,True,1.0
3440,3680,Referral,2023-09-19,True,1.2
3441,4995,Free Trial,2023-07-06,True,0.5
3442,1618,Free Trial,2024-01-09,True,0.5
3443,3883,Cashback,2024-01-28,True,1.1
3444,6344,Bundle,2024-01-15,True,1.0
3445,7825,Free Trial,2024-03-15,False,0.5
3446,2068,Cashback,2024-01-25,False,1.1
3447,2226,Cashback,2023-07-09,True,1.1
3448,907,Referral,2023-04-04,True,1.2
3449,3796,Bundle,2023-08-27,True,1.0
3450,8923,Bundle,2023-01-06,True,1.0
3451,9168,Cashback,2023-06-13,True,1.1
3452,9657,Free Trial,2024-03-13,True,0.5
