viewer_id,signup_date,country,age_group,signup_quarter
2384,2023-05-23,Brazil,26-35,2023Q2
2385,2023-08-18,USA,26-35,2023Q3
2386,2023-10-28,India,46-55,2023Q4
2387,2023-04-01,Brazil,36-45,2023Q2
2388,2023-03-30,Brazil,56+,2023Q1
2389,2023-04-24,Australia,18-25,2023Q2
2390,2024-01-14,Canada,36-45,2024Q1
2391,2023-11-14,Brazil,46-55,2023Q4
2392,2023-05-03,Germany,26-35,2023Q2
2393,2024-03-11,Mexico,36-45,2024Q1
2394,2023-09-30,India,56+,2023Q3
2395,2023-10-06,USA,26-35,2023Q4
2396,2023-06-21,Japan,46-55,2023Q2
2397,2023-04-21,Canada,36-45,2023Q2
2398,2024-03-24,Canada,46-55,2024Q1
2399,2023-03-01,USA,26-35,2023Q1
2400,2023-07-14,Brazil,56+,2023Q3
2401,2023-12-09,Japan,46-55,2023Q4
2402,2023-03-16,Australia,18-25,2023Q1
2403,2024-02-23,UK,46-55,2024Q1
2404,2023-03-24,Canada,56+,2023Q1
2405,2023-12-24,USA,26-35,2023Q4
2406,2023-05-13,India,26-35,2023Q2
2407,2023-02-03,France,18-25,2023Q1
2408,2023-07-12,India,36-45,2023Q3
2409,2023-05-13,Brazil,18-25,2023Q2
2410,2023-11-13,Germany,56+,2023Q4
2411,2024-02-14,Germany,36-45,2024Q1
2412,2023-03-28,Japan,46-55,2023Q1
2413,2023-07-27,Japan,36-45,2023Q3
2414,2023-01-14,UK,56+,2023Q1
2415,2023-07-06,India,18-25,2023Q3
2416,2023-03-26,Brazil,56+,2023Q1
2417,2023-09-17,Brazil,46-55,2023Q3
2418,2023-10-13,Brazil,56+,2023Q4
2419,2023-11-30,Japan,26-35,2023Q4
2420,2024-02-16,France,36-45,2024Q1
2421,2023-02-21,UK,26-35,2023Q1
2422,2024-02-14,USA,26-35,2024Q1
2423,2023-06-12,Germany,18-25,2023Q2
2424,2023-11-27,India,18-25,2023Q4
2425,2023-03-17,India,46-55,2023Q1
2426,2023-08-24,USA,46-55,2023Q3
2427,2023-05-11,Australia,46-55,2023Q2
2428,2023-02-08,India,26-35,2023Q1
2429,2024-02-29,Brazil,46-55,2024Q1
2430,2023-08-26,Canada,26-35,2023Q3
2431,2024-01-08,USA,46-55,2024Q1
2432,2023-10-25,Japan,46-55,2023Q4
2433,2024-02-09,Japan,56+,2024Q1
2434,2024-01-06,UK,18-25,2024Q1
2435,2023-04-20,UK,56+,2023Q2
2436,2024-01-19,USA,26-35,2024Q1
2437,2023-03-24,UK,18-25,2023Q1
2438,2023-06-13,Brazil,18-25,2023Q2
2439,2023-06-23,USA,56+,2023Q2
2440,2023-10-01,Australia,18-25,2023Q4
2441,2023-05-28,UK,36-45,2023Q2
2442,2023-07-13,Mexico,18-25,2023Q3
2443,2023-03-01,Mexico,26-35,2023Q1
2444,2023-05-28,Mexico,36-45,2023Q2
2445,2023-03-15,India,56+,2023Q1
2446,2023-10-13,Mexico,26-35,2023Q4
2447,2023-04-14,France,56+,2023Q2
2448,2023-08-02,Brazil,56+,2023Q3
2449,2024-02-21,Canada,56+,2024Q1
2450,2023-09-04,Brazil,46-55,2023Q3
2451,2023-08-03,USA,56+,2023Q3
2452,2024-03-06,India,18-25,2024Q1
2453,2023-11-26,India,46-55,2023Q4
2454,2023-12-06,India,56+,2023Q4
2455,2023-03-11,USA,26-35,2023Q1
2456,2023-09-04,Mexico,56+,2023Q3
2457,2023-02-09,Australia,18-25,2023Q1
2458,2023-04-29,Japan,56+,2023Q2
2459,2023-11-27,Mexico,18-25,2023Q4
2460,2023-06-12,Australia,18-25,2023Q2
2461,2023-02-07,Mexico,18-25,2023Q1
2462,2023-12-07,Canada,26-35,2023Q4
2463,2023-08-16,Australia,56+,2023Q3
2464,2024-01-05,India,36-45,2024Q1
2465,2023-11-04,Mexico,26-35,2023Q4
2466,2023-02-01,Mexico,36-45,2023Q1
2467,2023-09-04,Australia,26-35,2023Q3
2468,2023-09-28,Germany,36-45,2023Q3
2469,2023-09-03,USA,36-45,2023Q3
2470,2024-01-06,Germany,46-55,2024Q1
2471,2023-07-15,India,56+,2023Q3
2472,2024-01-12,Brazil,36-45,2024Q1
2473,2023-10-10,France,18-25,2023Q4
2474,2023-05-11,France,26-35,2023Q2
2475,2023-04-24,Brazil,18-25,2023Q2
2476,2023-08-10,Mexico,18-25,2023Q3
2477,2023-05-16,Australia,18-25,2023Q2
2478,2023-03-23,France,46-55,2023Q1
2479,2024-01-27,Australia,18-25,2024Q1
2480,2023-05-07,USA,26-35,2023Q2
2481,2023-12-10,India,26-35,2023Q4
2482,2023-01-07,Mexico,18-25,2023Q1
2483,2023-09-10,Brazil,26-35,2023Q3
2484,2023-06-27,Germany,26-35,2023Q2
2485,2023-03-29,Mexico,56+,2023Q1
2486,2023-08-13,USA,18-25,2023Q3
2487,2023-10-17,France,26-35,2023Q4
2488,2023-11-09,Australia,18-25,2023Q4
2489,2024-02-26,UK,36-45,2024Q1
2490,2023-07-09,Brazil,18-25,2023Q3
2491,2023-12-21,USA,36-45,2023Q4
2492,2023-02-07,USA,18-25,2023Q1
2493,2023-07-16,Canada,56+,2023Q3
2494,2023-09-19,Mexico,18-25,2023Q3
2495,2023-02-05,Brazil,18-25,2023Q1
2496,2024-02-15,India,18-25,2024Q1
2497,2023-11-10,Brazil,46-55,2023Q4
2498,2024-01-20,Japan,18-25,2024Q1
2499,2023-01-03,India,46-55,2023Q1
2500,2024-02-01,USA,56+,2024Q1
2501,2024-02-01,Brazil,56+,2024Q1
2502,2024-02-01,UK,26-35,2024Q1
2503,2023-02-06,Germany,56+,2023Q1
2504,2024-02-22,Germany,26-35,2024Q1
2505,2023-07-28,Mexico,56+,2023Q3
2506,2023-05-28,Australia,26-35,2023Q2
2507,2023-04-21,Germany,36-45,2023Q2
2508,2024-01-24,Japan,36-45,2024Q1
2509,2023-02-02,Australia,46-55,2023Q1
2510,2023-05-07,Japan,46-55,2023Q2
2511,2024-02-07,USA,56+,2024Q1
2512,2023-04-13,Mexico,46-55,2023Q2
2513,2023-12-17,Japan,36-45,2023Q4
2514,2023-06-04,USA,56+,2023Q2
2515,2023-08-16,UK,36-45,2023Q3
2516,2023-12-01,UK,46-55,2023Q4
2517,2023-09-09,UK,36-45,2023Q3
2518,2023-06-30,France,18-25,2023Q2
2519,2023-10-02,USA,26-35,2023Q4
2520,2023-02-01,Brazil,36-45,2023Q1
2521,2023-06-25,Japan,46-55,2023Q2
2522,2023-08-01,Mexico,36-45,2023Q3
2523,2024-02-17,France,26-35,2024Q1
2524,2023-02-25,UK,46-55,2023Q1
2525,2023-08-30,USA,46-55,2023Q3
2526,2023-06-04,Japan,18-25,2023Q2
2527,2023-05-25,Japan,36-45,2023Q2
2528,2023-11-02,France,18-25,2023Q4
2529,2023-11-18,Brazil,56+,2023Q4
2530,2024-01-14,Mexico,46-55,2024Q1
2531,2023-09-15,Japan,56+,2023Q3
2532,2023-08-19,India,56+,2023Q3
2533,2023-02-02,Australia,18-25,2023Q1
2534,2023-10-07,USA,18-25,2023Q4
2535,2023-03-19,UK,36-45,2023Q1
2536,2023-09-30,USA,36-45,2023Q3
2537,2023-03-14,UK,56+,2023Q1
2538,2024-01-08,India,46-55,2024Q1
2539,2024-02-18,France,26-35,2024Q1
2540,2023-12-16,India,56+,2023Q4
2541,2024-03-28,Australia,46-55,2024Q1
2542,2023-02-23,Australia,46-55,2023Q1
2543,2023-06-19,Mexico,56+,2023Q2
2544,2024-01-04,Canada,18-25,2024Q1
2545,2023-05-22,France,46-55,2023Q2
2546,2023-06-10,Australia,56+,2023Q2
2547,2023-07-18,Germany,36-45,2023Q3
2548,2023-04-22,Canada,46-55,2023Q2
2549,2024-02-28,USA,46-55,2024Q1
2550,2023-12-16,France,18-25,2023Q4
2551,2023-04-09,Brazil,46-55,2023Q2
2552,2023-12-24,Japan,46-55,2023Q4
2553,2023-12-03,Brazil,18-25,2023Q4
2554,2023-01-02,Japan,56+,2023Q1
2555,2023-09-01,Germany,26-35,2023Q3
2556,2023-07-10,USA,26-35,2023Q3
2557,2023-12-26,Australia,26-35,2023Q4
2558,2023-07-31,Germany,46-55,2023Q3
2559,2024-02-13,France,26-35,2024Q1
2560,2024-01-18,Japan,26-35,2024Q1
2561,2023-02-12,Australia,18-25,2023Q1
2562,2023-07-29,UK,26-35,2023Q3
2563,2023-10-06,UK,26-35,2023Q4
2564,2023-01-22,Brazil,36-45,2023Q1
2565,2023-08-27,Australia,56+,2023Q3
2566,2023-04-15,Germany,46-55,2023Q2
2567,2023-03-17,France,26-35,2023Q1
2568,2023-10-03,UK,26-35,2023Q4
2569,2023-03-09,Brazil,26-35,2023Q1
2570,2023-04-08,Brazil,56+,2023Q2
2571,2024-03-12,Australia,18-25,2024Q1
2572,2023-06-29,France,36-45,2023Q2
2573,2023-11-05,UK,26-35,2023Q4
2574,2023-09-04,Brazil,46-55,2023Q3
2575,2023-04-12,Germany,36-45,2023Q2
2576,2024-01-26,Brazil,46-55,2024Q1
2577,2023-07-04,India,36-45,2023Q3
2578,2024-02-28,Japan,26-35,2024Q1
2579,2023-06-25,Mexico,18-25,2023Q2
2580,2023-03-06,UK,46-55,2023Q1
2581,2023-03-06,Canada,46-55,2023Q1
2582,2023-04-12,Brazil,56+,2023Q2
2583,2023-10-13,Australia,56+,2023Q4
2584,2023-02-07,Japan,56+,2023Q1
2585,2023-07-11,Canada,56+,2023Q3
2586,2023-05-22,Brazil,46-55,2023Q2
2587,2023-04-29,UK,26-35,2023Q2
2588,2023-03-05,Canada,46-55,2023Q1
2589,2023-11-26,Canada,26-35,2023Q4
2590,2023-01-28,Australia,36-45,2023Q1
2591,2023-05-21,France,56+,2023Q2
2592,2023-02-04,Australia,36-45,2023Q1
2593,2023-09-15,India,18-25,2023Q3
2594,2024-01-17,Mexico,56+,2024Q1
2595,2023-05-09,Australia,18-25,2023Q2
2596,2023-01-23,India,18-25,2023Q1
2597,2023-10-10,Canada,26-35,2023Q4
2598,2024-03-29,Mexico,26-35,2024Q1
2599,2023-03-06,Germany,26-35,2023Q1
2600,2024-01-27,Germany,36-45,2024Q1
2601,2023-09-09,UK,56+,2023Q3
2602,2023-05-16,Japan,36-45,2023Q2
2603,2023-02-17,Australia,46-55,2023Q1
2604,2023-11-12,Germany,36-45,2023Q4
2605,2023-09-01,India,46-55,2023Q3
2606,2024-02-10,Australia,46-55,2024Q1
2607,2023-11-28,USA,56+,2023Q4
2608,2023-01-16,UK,18-25,2023Q1
2609,2023-04-17,Brazil,46-55,2023Q2
2610,2023-05-15,Brazil,46-55,2023Q2
2611,2024-01-02,Mexico,26-35,2024Q1
2612,2023-11-01,Canada,46-55,2023Q4
2613,2023-05-01,Canada,36-45,2023Q2
2614,2023-01-07,UK,56+,2023Q1
2615,2023-06-29,USA,36-45,2023Q2
2616,2024-02-03,Mexico,18-25,2024Q1
2617,2023-08-08,Mexico,36-45,2023Q3
2618,2023-03-04,Germany,26-35,2023Q1
2619,2023-02-21,Australia,46-55,2023Q1
2620,2023-12-29,Brazil,56+,2023Q4
2621,2023-09-09,India,56+,2023Q3
2622,2023-03-13,Canada,26-35,2023Q1
2623,2023-06-29,France,18-25,2023Q2
2624,2023-11-12,Canada,46-55,2023Q4
2625,2024-03-01,Brazil,36-45,2024Q1
2626,2023-11-16,UK,56+,2023Q4
2627,2023-02-23,Japan,18-25,2023Q1
2628,2023-11-11,India,46-55,2023Q4
2629,2023-11-13,India,36-45,2023Q4
2630,2023-11-30,Australia,18-25,2023Q4
2631,2024-01-28,Canada,46-55,2024Q1
2632,2024-01-19,Germany,36-45,2024Q1
2633,2023-07-17,Mexico,46-55,2023Q3
2634,2023-04-18,UK,56+,2023Q2
2635,2023-12-25,France,46-55,2023Q4
2636,2023-09-20,Canada,18-25,2023Q3
2637,2023-05-10,France,18-25,2023Q2
2638,2023-10-27,UK,26-35,2023Q4
2639,2023-06-08,Japan,36-45,2023Q2
2640,2023-10-22,USA,46-55,2023Q4
2641,2023-04-10,France,36-45,2023Q2
2642,2023-05-07,Japan,18-25,2023Q2
2643,2023-07-05,Brazil,56+,2023Q3
2644,2024-03-05,UK,18-25,2024Q1
2645,2023-06-18,Japan,46-55,2023Q2
2646,2023-01-18,USA,56+,2023Q1
2647,2024-03-08,India,46-55,2024Q1
2648,2023-12-13,Brazil,26-35,2023Q4
2649,2023-12-19,India,18-25,2023Q4
2650,2024-03-25,USA,46-55,2024Q1
2651,2023-11-15,France,26-35,2023Q4
2652,2023-01-03,Japan,46-55,2023Q1
2653,2023-06-07,Japan,56+,2023Q2
2654,2024-01-31,UK,56+,2024Q1
2655,2023-09-26,UK,18-25,2023Q3
2656,2023-12-27,Brazil,18-25,2023Q4
2657,2023-04-28,India,26-35,2023Q2
2658,2023-12-09,UK,36-45,2023Q4
2659,2023-09-20,Mexico,26-35,2023Q3
2660,2023-11-20,USA,18-25,2023Q4
2661,2023-01-10,Mexico,18-25,2023Q1
2662,2023-07-23,India,18-25,2023Q3
2663,2024-02-27,India,36-45,2024Q1
2664,2023-07-23,UK,18-25,2023Q3
2665,2023-11-01,Brazil,46-55,2023Q4
2666,2023-07-29,Germany,26-35,2023Q3
2667,2024-03-14,France,46-55,2024Q1
2668,2023-07-16,Germany,36-45,2023Q3
2669,2023-02-20,USA,18-25,2023Q1
2670,2023-07-14,UK,36-45,2023Q3
2671,2023-12-22,Germany,36-45,2023Q4
2672,2023-11-24,Australia,18-25,2023Q4
2673,2023-04-07,Canada,56+,2023Q2
2674,2023-05-26,Mexico,18-25,2023Q2
2675,2023-04-30,France,18-25,2023Q2
2676,2023-10-28,Japan,56+,2023Q4
2677,2023-02-21,Brazil,26-35,2023Q1
2678,2023-10-13,Japan,18-25,2023Q4
2679,2023-11-08,Canada,36-45,2023Q4
2680,2023-10-02,Canada,56+,2023Q4
2681,2024-01-09,Japan,36-45,2024Q1
2682,2023-10-30,USA,36-45,2023Q4
2683,2023-05-11,Brazil,26-35,2023Q2
2684,2023-06-11,Canada,56+,2023Q2
2685,2024-02-25,Australia,46-55,2024Q1
2686,2023-07-12,India,46-55,2023Q3
2687,2023-01-26,Brazil,36-45,2023Q1
2688,2023-11-29,UK,56+,2023Q4
2689,2024-02-03,Canada,46-55,2024Q1
2690,2023-05-16,Japan,18-25,2023Q2
2691,2023-07-08,Japan,46-55,2023Q3
2692,2023-04-09,France,36-45,2023Q2
2693,2024-02-25,Mexico,36-45,2024Q1
2694,2023-03-08,Australia,26-35,2023Q1
2695,2023-09-29,France,18-25,2023Q3
2696,2023-10-13,India,56+,2023Q4
2697,2023-11-28,India,56+,2023Q4
2698,2023-12-19,Australia,56+,2023Q4
2699,2023-10-14,Australia,56+,2023Q4
2700,2024-02-16,France,26-35,2024Q1
2701,2024-01-30,Germany,36-45,2024Q1
2702,2023-08-29,Japan,18-25,2023Q3
2703,2023-01-01,India,26-35,2023Q1
2704,2023-09-30,Canada,56+,2023Q3
2705,2024-02-24,Mexico,56+,2024Q1
2706,2023-10-21,USA,26-35,2023Q4
2707,2023-08-09,India,56+,2023Q3
2708,2023-05-26,Australia,56+,2023Q2
2709,2023-05-31,USA,46-55,2023Q2
2710,2023-11-10,India,36-45,2023Q4
2711,2023-02-26,USA,36-45,2023Q1
2712,2023-10-12,Mexico,18-25,2023Q4
2713,2024-03-22,Mexico,56+,2024Q1
2714,2023-07-02,USA,56+,2023Q3
2715,2024-02-29,Germany,26-35,2024Q1
2716,2023-04-17,India,46-55,2023Q2
2717,2024-01-22,UK,46-55,2024Q1
2718,2023-02-06,USA,46-55,2023Q1
2719,2023-09-23,Japan,46-55,2023Q3
2720,2023-10-26,UK,18-25,2023Q4
2721,2023-01-25,Canada,26-35,2023Q1
2722,2023-06-19,Mexico,36-45,2023Q2
2723,2023-03-24,Canada,36-45,2023Q1
2724,2023-11-25,Canada,36-45,2023Q4
2725,2023-11-15,Brazil,56+,2023Q4
2726,2023-05-19,France,26-35,2023Q2
2727,2023-11-06,UK,36-45,2023Q4
2728,2023-07-18,Canada,26-35,2023Q3
2729,2023-10-22,France,36-45,2023Q4
2730,2023-04-08,India,18-25,2023Q2
2731,2023-12-15,Australia,36-45,2023Q4
2732,2023-01-25,UK,56+,2023Q1
2733,2023-06-09,Brazil,46-55,2023Q2
2734,2023-11-25,Mexico,18-25,2023Q4
2735,2023-06-10,Canada,18-25,2023Q2
2736,2023-11-08,France,46-55,2023Q4
2737,2023-05-01,India,56+,2023Q2
2738,2023-04-22,Germany,46-55,2023Q2
2739,2023-08-19,Mexico,18-25,2023Q3
2740,2023-06-28,Mexico,36-45,2023Q2
2741,2024-03-06,Canada,18-25,2024Q1
2742,2024-01-30,France,46-55,2024Q1
2743,2023-07-19,Brazil,18-25,2023Q3
2744,2023-11-29,Japan,18-25,2023Q4
2745,2023-09-03,India,18-25,2023Q3
2746,2023-03-27,India,36-45,2023Q1
2747,2023-01-02,Canada,56+,2023Q1
2748,2023-07-01,France,46-55,2023Q3
2749,2024-03-08,Germany,26-35,2024Q1
2750,2023-07-08,Germany,26-35,2023Q3
2751,2023-07-29,Canada,46-55,2023Q3
2752,2023-12-17,UK,36-45,2023Q4
2753,2023-04-09,UK,26-35,2023Q2
2754,2023-04-26,USA,46-55,2023Q2
2755,2023-05-13,Mexico,46-55,2023Q2
2756,2023-11-04,Australia,36-45,2023Q4
2757,2024-01-01,Japan,26-35,2024Q1
2758,2023-09-02,Canada,18-25,2023Q3
2759,2023-01-20,Brazil,36-45,2023Q1
2760,2023-10-30,Germany,46-55,2023Q4
2761,2023-03-17,Canada,18-25,2023Q1
2762,2023-01-14,Australia,56+,2023Q1
2763,2023-09-28,Germany,26-35,2023Q3
2764,2023-03-31,France,26-35,2023Q1
2765,2023-10-24,Canada,46-55,2023Q4
2766,2023-12-07,Australia,56+,2023Q4
2767,2023-05-08,Japan,18-25,2023Q2
2768,2023-07-22,Mexico,26-35,2023Q3
2769,2024-02-12,France,56+,2024Q1
2770,2024-03-01,France,46-55,2024Q1
2771,2023-03-30,Germany,46-55,2023Q1
2772,2023-11-28,UK,26-35,2023Q4
2773,2023-05-31,USA,18-25,2023Q2
2774,2023-02-24,USA,46-55,2023Q1
2775,2023-08-07,Brazil,56+,2023Q3
2776,2023-07-01,Canada,26-35,2023Q3
2777,2023-01-01,Canada,46-55,2023Q1
2778,2023-12-17,Brazil,36-45,2023Q4
2779,2023-06-02,USA,56+,2023Q2
2780,2024-03-27,India,36-45,2024Q1
2781,2023-03-09,Germany,18-25,2023Q1
2782,2024-03-22,Germany,56+,2024Q1
2783,2023-10-22,India,26-35,2023Q4
2784,2024-03-10,USA,46-55,2024Q1
2785,2023-07-18,Brazil,46-55,2023Q3
2786,2023-09-27,France,56+,2023Q3
2787,2023-11-05,Germany,26-35,2023Q4
2788,2023-06-23,Australia,26-35,2023Q2
2789,2023-12-04,Brazil,56+,2023Q4
2790,2023-04-21,Brazil,18-25,2023Q2
2791,2023-10-23,USA,46-55,2023Q4
2792,2023-01-24,UK,56+,2023Q1
2793,2023-04-19,France,26-35,2023Q2
2794,2023-12-04,UK,26-35,2023Q4
2795,2023-12-30,Germany,18-25,2023Q4
2796,2024-03-30,UK,36-45,2024Q1
2797,2023-06-09,Mexico,18-25,2023Q2
2798,2023-08-06,Japan,46-55,2023Q3
2799,2024-02-19,USA,56+,2024Q1
2800,2023-12-07,Germany,46-55,2023Q4
2801,2023-09-25,USA,26-35,2023Q3
2802,2023-03-14,Germany,56+,2023Q1
2803,2023-09-06,USA,18-25,2023Q3
2804,2023-03-21,Germany,26-35,2023Q1
2805,2023-05-05,Japan,18-25,2023Q2
2806,2023-05-20,India,36-45,2023Q2
2807,2024-02-17,Mexico,56+,2024Q1
2808,2023-04-11,USA,56+,2023Q2
2809,2024-03-06,France,56+,2024Q1
2810,2023-03-24,India,36-45,2023Q1
2811,2024-02-05,Germany,56+,2024Q1
2812,2023-11-07,Australia,46-55,2023Q4
2813,2023-04-04,Canada,18-25,2023Q2
2814,2023-12-04,Canada,26-35,2023Q4
2815,2024-03-21,Australia,46-55,2024Q1
2816,2023-09-23,Mexico,46-55,2023Q3
2817,2023-07-15,India,26-35,2023Q3
2818,2024-03-29,Canada,26-35,2024Q1
2819,2024-01-25,Canada,18-25,2024Q1
2820,2024-01-16,Mexico,56+,2024Q1
2821,2023-12-28,Japan,18-25,2023Q4
2822,2023-10-25,Germany,56+,2023Q4
2823,2024-01-08,Australia,18-25,2024Q1
2824,2023-02-26,UK,18-25,2023Q1
2825,2023-12-19,Brazil,36-45,2023Q4
2826,2023-04-20,Germany,56+,2023Q2
2827,2023-10-21,Germany,26-35,2023Q4
2828,2024-01-22,USA,46-55,2024Q1
2829,2023-03-03,Australia,56+,2023Q1
2830,2023-04-06,Mexico,18-25,2023Q2
2831,2023-09-14,Mexico,46-55,2023Q3
2832,2023-10-18,France,56+,2023Q4
2833,2024-01-25,UK,18-25,2024Q1
2834,2023-12-18,Germany,46-55,2023Q4
2835,2024-03-19,Japan,36-45,2024Q1
2836,2023-09-08,Australia,36-45,2023Q3
2837,2024-01-19,Canada,26-35,2024Q1
2838,2023-03-01,Australia,46-55,2023Q1
2839,2023-08-13,Australia,18-25,2023Q3
2840,2023-09-25,UK,36-45,2023Q3
2841,2023-01-14,France,26-35,2023Q1
2842,2023-01-28,Japan,18-25,2023Q1
2843,2023-12-13,UK,36-45,2023Q4
2844,2023-08-12,Germany,46-55,2023Q3
2845,2023-07-30,UK,46-55,2023Q3
2846,2023-02-03,India,36-45,2023Q1
2847,2023-02-17,Brazil,46-55,2023Q1
2848,2023-06-11,Japan,56+,2023Q2
2849,2023-05-04,Japan,36-45,2023Q2
2850,2023-10-18,Germany,18-25,2023Q4
2851,2023-11-27,Germany,56+,2023Q4
2852,2023-09-20,France,26-35,2023Q3
2853,2023-02-22,Australia,18-25,2023Q1
2854,2023-12-15,Brazil,46-55,2023Q4
2855,2023-08-11,UK,18-25,2023Q3
2856,2023-01-22,USA,36-45,2023Q1
2857,2023-07-17,Germany,36-45,2023Q3
2858,2023-02-27,Germany,56+,2023Q1
2859,2023-12-20,USA,36-45,2023Q4
2860,2023-08-17,Japan,56+,2023Q3
2861,2024-03-29,Japan,18-25,2024Q1
2862,2023-06-30,Japan,56+,2023Q2
2863,2023-01-10,Japan,18-25,2023Q1
2864,2023-09-01,USA,46-55,2023Q3
2865,2023-08-24,Germany,46-55,2023Q3
2866,2023-09-15,India,26-35,2023Q3
2867,2023-12-30,USA,56+,2023Q4
2868,2023-02-11,Japan,18-25,2023Q1
2869,2024-02-17,Canada,46-55,2024Q1
2870,2023-04-28,Australia,26-35,2023Q2
2871,2023-04-07,India,18-25,2023Q2
2872,2023-06-05,India,36-45,2023Q2
2873,2023-12-25,UK,36-45,2023Q4
2874,2023-01-22,Japan,26-35,2023Q1
2875,2024-02-08,Germany,26-35,2024Q1
2876,2023-08-10,Germany,26-35,2023Q3
2877,2023-11-13,France,56+,2023Q4
2878,2023-11-20,Australia,18-25,2023Q4
2879,2023-08-22,France,46-55,2023Q3
2880,2023-11-23,UK,18-25,2023Q4
2881,2024-02-25,USA,26-35,2024Q1
2882,2023-09-06,Canada,18-25,2023Q3
2883,2023-06-30,India,56+,2023Q2
2884,2023-12-22,France,46-55,2023Q4
2885,2023-12-26,France,46-55,2023Q4
2886,2024-03-06,Japan,26-35,2024Q1
2887,2023-08-24,USA,18-25,2023Q3
2888,2024-03-14,UK,26-35,2024Q1
2889,2024-03-29,Japan,36-45,2024Q1
2890,2024-03-28,Germany,26-35,2024Q1
2891,2023-05-31,Canada,36-45,2023Q2
2892,2023-08-15,Japan,46-55,2023Q3
2893,2023-11-10,Canada,26-35,2023Q4
2894,2024-02-24,Germany,18-25,2024Q1
2895,2023-10-14,Canada,56+,2023Q4
2896,2023-12-11,USA,36-45,2023Q4
2897,2024-01-02,Brazil,18-25,2024Q1
2898,2023-05-17,Canada,18-25,2023Q2
2899,2023-08-16,Germany,56+,2023Q3
2900,2023-03-29,India,36-45,2023Q1
2901,2023-09-02,Japan,46-55,2023Q3
2902,2023-12-12,UK,56+,2023Q4
2903,2023-12-17,Japan,26-35,2023Q4
2904,2023-11-08,Germany,36-45,2023Q4
2905,2023-11-18,Japan,36-45,2023Q4
2906,2024-01-26,Brazil,18-25,2024Q1
2907,2023-03-16,France,56+,2023Q1
2908,2023-09-16,Japan,46-55,2023Q3
2909,2023-02-13,Mexico,36-45,2023Q1
2910,2023-04-25,USA,46-55,2023Q2
2911,2023-12-30,Germany,18-25,2023Q4
2912,2023-12-19,Mexico,36-45,2023Q4
2913,2024-03-12,USA,26-35,2024Q1
2914,2023-06-18,Germany,18-25,2023Q2
2915,2023-08-06,France,18-25,2023Q3
2916,2023-09-18,UK,46-55,2023Q3
2917,2023-08-16,Brazil,56+,2023Q3
2918,2023-04-08,France,46-55,2023Q2
2919,2024-01-04,UK,46-55,2024Q1
2920,2023-12-28,Brazil,18-25,2023Q4
2921,2023-07-16,UK,26-35,2023Q3
2922,2023-09-01,Brazil,36-45,2023Q3
2923,2023-08-23,India,18-25,2023Q3
2924,2023-12-10,India,36-45,2023Q4
2925,2024-03-21,Japan,56+,2024Q1
2926,2023-06-05,USA,46-55,2023Q2
2927,2024-02-10,UK,36-45,2024Q1
2928,2023-11-22,USA,56+,2023Q4
2929,2024-02-12,Australia,18-25,2024Q1
2930,2023-04-02,Mexico,18-25,2023Q2
2931,2023-06-26,France,18-25,2023Q2
2932,2023-02-13,Mexico,56+,2023Q1
2933,2023-10-31,India,56+,2023Q4
2934,2023-02-25,Brazil,56+,2023Q1
2935,2023-01-21,Mexico,56+,2023Q1
2936,2023-03-05,Canada,46-55,2023Q1
2937,2023-04-05,Canada,56+,2023Q2
2938,2023-10-08,Germany,18-25,2023Q4
2939,2023-07-18,USA,36-45,2023Q3
2940,2023-06-23,India,56+,2023Q2
2941,2023-04-21,UK,46-55,2023Q2
2942,2023-01-21,Brazil,18-25,2023Q1
2943,2023-09-06,Germany,18-25,2023Q3
2944,2023-04-29,Brazil,26-35,2023Q2
2945,2024-01-09,Australia,36-45,2024Q1
2946,2023-01-11,Australia,18-25,2023Q1
2947,2024-03-21,Brazil,36-45,2024Q1
2948,2024-01-12,USA,56+,2024Q1
2949,2023-10-03,Australia,36-45,2023Q4
2950,2023-10-03,Australia,56+,2023Q4
2951,2023-07-05,Canada,18-25,2023Q3
2952,2023-11-18,Australia,36-45,2023Q4
2953,2023-06-26,Mexico,56+,2023Q2
2954,2023-02-09,UK,18-25,2023Q1
2955,2023-01-08,Australia,26-35,2023Q1
2956,2024-01-02,USA,26-35,2024Q1
2957,2024-03-19,Brazil,26-35,2024Q1
2958,2023-08-13,France,56+,2023Q3
2959,2023-06-22,India,36-45,2023Q2
2960,2023-12-20,France,18-25,2023Q4
2961,2023-07-01,USA,18-25,2023Q3
2962,2023-03-13,Canada,18-25,2023Q1
2963,2023-09-18,Mexico,26-35,2023Q3
2964,2023-05-08,Germany,26-35,2023Q2
2965,2023-09-27,Australia,46-55,2023Q3
2966,2023-05-23,UK,56+,2023Q2
2967,2023-10-13,Japan,36-45,2023Q4
2968,2024-01-18,Canada,36-45,2024Q1
2969,2024-02-25,Mexico,26-35,2024Q1
2970,2023-10-16,Brazil,46-55,2023Q4
2971,2023-12-22,UK,46-55,2023Q4
2972,2023-11-22,India,56+,2023Q4
2973,2023-04-27,Australia,18-25,2023Q2
2974,2023-10-21,India,26-35,2023Q4
2975,2024-03-07,UK,56+,2024Q1
2976,2024-02-18,France,18-25,2024Q1
2977,2024-02-16,France,56+,2024Q1
2978,2023-02-02,India,36-45,2023Q1
2979,2023-05-30,USA,46-55,2023Q2
2980,2024-01-02,Canada,56+,2024Q1
